"","DX","distinct_specialty_count","code_volume_percent","concept_name"
"26791","S42213A",18,2.38735894546932e-06,"Unspecified displaced fracture of surgical neck of unspecified humerus, initial encounter for closed fracture"
"26792","S42214A",18,3.74270313396959e-06,"Unspecified nondisplaced fracture of surgical neck of right humerus, initial encounter for closed fracture"
"26793","S42255A",18,5.07099322717848e-06,"Nondisplaced fracture of greater tuberosity of left humerus, initial encounter for closed fracture"
"26794","S42392A",18,1.83143028003043e-06,"Other fracture of shaft of left humerus, initial encounter for closed fracture"
"26795","S43001A",18,3.84564066727341e-06,"Unspecified subluxation of right shoulder joint, initial encounter"
"26796","S4351XA",18,3.36955457574325e-06,"Sprain of right acromioclavicular joint, initial encounter"
"26797","S4352XA",18,2.4652219514299e-06,"Sprain of left acromioclavicular joint, initial encounter"
"26798","S4382XA",18,5.96806743568194e-06,"Sprain of other specified parts of left shoulder girdle, initial encounter"
"26799","S46011S",18,5.64902706803838e-06,"Strain of muscle(s) and tendon(s) of the rotator cuff of right shoulder, sequela"
"26800","S46019A",18,1.95548320478119e-06,"Strain of muscle(s) and tendon(s) of the rotator cuff of unspecified shoulder, initial encounter"
"26801","S51851A",18,4.43852126774444e-06,"Open bite of right forearm, initial encounter"
"26802","S52021D",18,6.9690689614633e-06,"Displaced fracture of olecranon process without intraarticular extension of right ulna, subsequent encounter for closed fracture with routine healing"
"26803","S52511A",18,3.71795853461771e-06,"Displaced fracture of right radial styloid process, initial encounter for closed fracture"
"26804","S52515A",18,3.86939548265122e-06,"Nondisplaced fracture of left radial styloid process, initial encounter for closed fracture"
"26805","S52591D",18,1.3916362675497e-05,"Other fractures of lower end of right radius, subsequent encounter for closed fracture with routine healing"
"26806","S60459A",18,2.88126114853283e-06,"Superficial foreign body of unspecified finger, initial encounter"
"26807","S61216A",18,5.92946586069301e-06,"Laceration without foreign body of right little finger without damage to nail, initial encounter"
"26808","S62616A",18,6.5520399803863e-06,"Displaced fracture of proximal phalanx of right little finger, initial encounter for closed fracture"
"26809","S63512A",18,2.13364432011472e-06,"Sprain of carpal joint of left wrist, initial encounter"
"26810","S68119A",18,9.80216062325781e-07,"Complete traumatic metacarpophalangeal amputation of unspecified finger, initial encounter"
"26811","S71112A",18,1.88982753450087e-06,"Laceration without foreign body, left thigh, initial encounter"
"26812","S72001B",18,1.40549324318675e-06,"Fracture of unspecified part of neck of right femur, initial encounter for open fracture type I or II"
"26813","S72042D",18,7.96116243147799e-06,"Displaced fracture of base of neck of left femur, subsequent encounter for closed fracture with routine healing"
"26814","S72092D",18,3.93835043284512e-06,"Other fracture of head and neck of left femur, subsequent encounter for closed fracture with routine healing"
"26815","S72331A",18,3.68826501539546e-06,"Displaced oblique fracture of shaft of right femur, initial encounter for closed fracture"
"26816","S72341A",18,3.56322230667063e-06,"Displaced spiral fracture of shaft of right femur, initial encounter for closed fracture"
"26817","S75001A",18,6.8295094211187e-07,"Unspecified injury of femoral artery, right leg, initial encounter"
"26818","S76011D",18,1.5497047682095e-05,"Strain of muscle, fascia and tendon of right hip, subsequent encounter"
"26819","S76019A",18,1.70539778733153e-06,"Strain of muscle, fascia and tendon of unspecified hip, initial encounter"
"26820","S76212A",18,3.62359912908921e-06,"Strain of adductor muscle, fascia and tendon of left thigh, initial encounter"
"26821","S79919A",18,8.18617332158441e-06,"Unspecified injury of unspecified hip, initial encounter"
"26822","S80921A",18,3.1099012465442e-06,"Unspecified superficial injury of right lower leg, initial encounter"
"26823","S81011D",18,2.09537267311714e-06,"Laceration without foreign body, right knee, subsequent encounter"
"26824","S81851A",18,3.85355893906601e-06,"Open bite, right lower leg, initial encounter"
"26825","S82092A",18,3.72323738247945e-06,"Other fracture of left patella, initial encounter for closed fracture"
"26826","S82101D",18,7.37916945472178e-06,"Unspecified fracture of upper end of right tibia, subsequent encounter for closed fracture with routine healing"
"26827","S8255XA",18,3.39924809496551e-06,"Nondisplaced fracture of medial malleolus of left tibia, initial encounter for closed fracture"
"26828","S8261XD",18,1.58767948001485e-05,"Displaced fracture of lateral malleolus of right fibula, subsequent encounter for closed fracture with routine healing"
"26829","S8262XD",18,1.41255370220182e-05,"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for closed fracture with routine healing"
"26830","S8291XD",18,3.151142245464e-06,"Unspecified fracture of right lower leg, subsequent encounter for closed fracture with routine healing"
"26831","S83203A",18,3.12276843820717e-06,"Other tear of unspecified meniscus, current injury, right knee, initial encounter"
"26832","S83204A",18,2.80702735047719e-06,"Other tear of unspecified meniscus, current injury, left knee, initial encounter"
"26833","S83207D",18,4.586329007873e-06,"Unspecified tear of unspecified meniscus, current injury, left knee, subsequent encounter"
"26834","S83211A",18,3.29532077768761e-06,"Bucket-handle tear of medial meniscus, current injury, right knee, initial encounter"
"26835","S88111D",18,2.79778936671916e-06,"Complete traumatic amputation at level between knee and ankle, right lower leg, subsequent encounter"
"26836","S91109D",18,3.02873896067003e-06,"Unspecified open wound of unspecified toe(s) without damage to nail, subsequent encounter"
"26837","S92321A",18,5.49857990397895e-06,"Displaced fracture of second metatarsal bone, right foot, initial encounter for closed fracture"
"26838","S92355D",18,1.65000287758245e-05,"Nondisplaced fracture of fifth metatarsal bone, left foot, subsequent encounter for fracture with routine healing"
"26839","S92901D",18,3.22702568347643e-06,"Unspecified fracture of right foot, subsequent encounter for fracture with routine healing"
"26840","S92919A",18,2.4002261371323e-06,"Unspecified fracture of unspecified toe(s), initial encounter for closed fracture"
"26841","S9304XA",18,2.84628878144884e-06,"Dislocation of right ankle joint, initial encounter"
"26842","S93422A",18,3.39825831099143e-06,"Sprain of deltoid ligament of left ankle, initial encounter"
"26843","S93432A",18,5.49165141616043e-06,"Sprain of tibiofibular ligament of left ankle, initial encounter"
"26844","S99929A",18,3.28872221786045e-06,"Unspecified injury of unspecified foot, initial encounter"
"26845","T17320A",18,4.8027617702041e-06,"Food in larynx causing asphyxiation, initial encounter"
"26846","T18120A",18,4.85027140095971e-06,"Food in esophagus causing compression of trachea, initial encounter"
"26847","T2020XA",18,2.1527801436135e-06,"Burn of second degree of head, face, and neck, unspecified site, initial encounter"
"26848","T24212A",18,1.63248370124132e-06,"Burn of second degree of left thigh, initial encounter"
"26849","T45525A",18,5.26565074207993e-07,"Adverse effect of antithrombotic drugs, initial encounter"
"26850","T6594XA",18,9.14230464054103e-07,"Toxic effect of unspecified substance, undetermined, initial encounter"
"26851","T675XXA",18,4.97267468575368e-06,"Heat exhaustion, unspecified, initial encounter"
"26852","T7029XA",18,1.40450345921267e-06,"Other effects of high altitude, initial encounter"
"26853","T782XXD",18,2.49029647877314e-06,"Anaphylactic shock, unspecified, subsequent encounter"
"26854","T798XXD",18,1.52723667199799e-06,"Other early complications of trauma, subsequent encounter"
"26855","T8201XA",18,8.31748466214505e-07,"Breakdown (mechanical) of heart valve prosthesis, initial encounter"
"26856","T82330D",18,1.62852456534502e-06,"Leakage of aortic (bifurcation) graft (replacement), subsequent encounter"
"26857","T82398A",18,1.47510804936337e-06,"Other mechanical complication of other vascular grafts, initial encounter"
"26858","T82514A",18,1.26230449493721e-06,"Breakdown (mechanical) of infusion catheter, initial encounter"
"26859","T82518A",18,8.56163137575026e-07,"Breakdown (mechanical) of other cardiac and vascular devices and implants, initial encounter"
"26860","T82837A",18,1.70803721126239e-06,"Hemorrhage due to cardiac prosthetic devices, implants and grafts, initial encounter"
"26861","T82838D",18,9.60090454852919e-07,"Hemorrhage due to vascular prosthetic devices, implants and grafts, subsequent encounter"
"26862","T82847A",18,1.26032492698906e-06,"Pain due to cardiac prosthetic devices, implants and grafts, initial encounter"
"26863","T84022A",18,5.33295605231704e-06,"Instability of internal right knee prosthesis, initial encounter"
"26864","T84218A",18,7.00107197662507e-07,"Breakdown (mechanical) of internal fixation device of other bones, initial encounter"
"26865","T84296A",18,2.00200305156272e-06,"Other mechanical complication of internal fixation device of vertebrae, initial encounter"
"26866","T84398A",18,1.19499918470009e-06,"Other mechanical complication of other bone devices, implants and grafts, initial encounter"
"26867","T8543XA",18,2.07821641756651e-06,"Leakage of breast prosthesis and implant, initial encounter"
"26868","T85695A",18,1.13561214625558e-06,"Other mechanical complication of other nervous system device, implant or graft, initial encounter"
"26869","T85698D",18,6.7074360643161e-07,"Other mechanical complication of other specified internal prosthetic devices, implants and grafts, subsequent encounter"
"26870","T85738A",18,1.25702564707547e-06,"Infection and inflammatory reaction due to other nervous system device, implant or graft, initial encounter"
"26871","T859XXS",18,3.07822815937379e-07,"Unspecified complication of internal prosthetic device, implant and graft, sequela"
"26872","T86822",18,1.58365435852028e-06,"Skin graft (allograft) (autograft) infection"
"26873","T8859XA",18,9.60750310835636e-07,"Other complications of anesthesia, initial encounter"
"26874","V199XXA",18,1.29034837420267e-06,"Pedal cyclist (driver) (passenger) injured in unspecified traffic accident, initial encounter"
"26875","V4949XA",18,2.45037519181877e-06,"Driver injured in collision with other motor vehicles in traffic accident, initial encounter"
"26876","W1789XD",18,1.35996318037929e-06,"Other fall from one level to another, subsequent encounter"
"26877","W3400XS",18,4.29236316757267e-07,"Accidental discharge from unspecified firearms or gun, sequela"
"26878","Y048XXA",18,1.94261601311821e-06,"Assault by other bodily force, initial encounter"
"26879","Y841",18,9.21158951872629e-07,"Kidney dialysis as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
"26880","Y92121",18,1.54373307156591e-06,"Bathroom in nursing home as the place of occurrence of the external cause"
"26881","Y92199",18,1.41275165899663e-06,"Unspecified place in other specified residential institution as the place of occurrence of the external cause"
"26882","Y93H9",18,1.50645120854242e-06,"Activity, other involving exterior property and land maintenance, building and construction"
"26883","Z0182",18,4.23924476096397e-06,"Encounter for allergy testing"
"26884","Z022",18,1.21265033223777e-05,"Encounter for examination for admission to residential institution"
"26885","Z036",18,1.23558032763718e-06,"Encounter for observation for suspected toxic effect from ingested substance ruled out"
"26886","Z1210",18,5.5592866543889e-06,"Encounter for screening for malignant neoplasm of intestinal tract, unspecified"
"26887","Z206",18,2.51537100611638e-06,"Contact with and (suspected) exposure to human immunodeficiency virus [HIV]"
"26888","Z20818",18,4.88293427210419e-06,"Contact with and (suspected) exposure to other bacterial communicable diseases"
"26889","Z221",18,1.14386034603954e-06,"Carrier of other intestinal infectious diseases"
"26890","Z3490",18,1.99276506780468e-06,"Encounter for supervision of normal pregnancy, unspecified, unspecified trimester"
"26891","Z779",18,1.09377727695134e-05,"Other contact with and (suspected) exposures hazardous to health"
"26892","Z812",18,8.65071193341702e-07,"Family history of tobacco abuse and dependence"
"26893","Z8529",18,4.11750133215272e-07,"Personal history of malignant neoplasm of other respiratory and intrathoracic organs"
"26894","Z89419",18,1.89543631035396e-06,"Acquired absence of unspecified great toe"
"26895","Z91011",18,1.24085917549891e-06,"Allergy to milk products"
"26896","Z91138",18,1.3543544045262e-06,"Patient's unintentional underdosing of medication regimen for other reason"
"26897","Z96621",18,2.02905714685411e-06,"Presence of right artificial elbow joint"
"26898","Z98818",18,1.04554180461474e-06,"Other dental procedure status"
"26899","A021",19,1.58629378245115e-06,"Salmonella sepsis"
"26900","A040",19,1.15045890586671e-06,"Enteropathogenic Escherichia coli infection"
"26901","A430",19,2.57871718045719e-06,"Pulmonary nocardiosis"
"26902","A439",19,2.4200218166138e-06,"Nocardiosis, unspecified"
"26903","A530",19,3.27453531423204e-06,"Latent syphilis, unspecified as early or late"
"26904","A812",19,1.41869036284108e-06,"Progressive multifocal leukoencephalopathy"
"26905","B0231",19,4.89646131974989e-06,"Zoster conjunctivitis"
"26906","B09",19,2.61962825138563e-06,"Unspecified viral infection characterized by skin and mucous membrane lesions"
"26907","B89",19,1.03894324478757e-06,"Unspecified parasitic disease"
"26908","C028",19,5.90538111732385e-06,"Malignant neoplasm of overlapping sites of tongue"
"26909","C030",19,3.12672757410348e-06,"Malignant neoplasm of upper gum"
"26910","C040",19,4.30786978316652e-06,"Malignant neoplasm of anterior floor of mouth"
"26911","C098",19,1.14508107960757e-05,"Malignant neoplasm of overlapping sites of tonsil"
"26912","C108",19,7.9991041504842e-06,"Malignant neoplasm of overlapping sites of oropharynx"
"26913","C148",19,3.75194111772763e-06,"Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx"
"26914","C171",19,3.28641272192094e-06,"Malignant neoplasm of jejunum"
"26915","C381",19,2.52130970996083e-06,"Malignant neoplasm of anterior mediastinum"
"26916","C4021",19,2.11516835259865e-06,"Malignant neoplasm of long bones of right lower limb"
"26917","C44122",19,6.12511315956854e-06,"Squamous cell carcinoma of skin of right eyelid, including canthus"
"26918","C44129",19,7.23466099450681e-06,"Squamous cell carcinoma of skin of left eyelid, including canthus"
"26919","C44209",19,2.83177194982907e-06,"Unspecified malignant neoplasm of skin of left ear and external auricular canal"
"26920","C4449",19,4.98653166139073e-06,"Other specified malignant neoplasm of skin of scalp and neck"
"26921","C44611",19,5.74107697762737e-06,"Basal cell carcinoma of skin of unspecified upper limb, including shoulder"
"26922","C44711",19,3.75359075768442e-06,"Basal cell carcinoma of skin of unspecified lower limb, including hip"
"26923","C479",19,7.06375829498316e-07,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified"
"26924","C4A4",19,4.16303139496018e-06,"Merkel cell carcinoma of scalp and neck"
"26925","C50319",19,6.02217562626472e-06,"Malignant neoplasm of lower-inner quadrant of unspecified female breast"
"26926","C709",19,1.69549994759077e-06,"Malignant neoplasm of meninges, unspecified"
"26927","C7400",19,8.95094640555316e-07,"Malignant neoplasm of cortex of unspecified adrenal gland"
"26928","C7492",19,1.24580809536929e-06,"Malignant neoplasm of unspecified part of left adrenal gland"
"26929","C750",19,1.10459891506789e-06,"Malignant neoplasm of parathyroid gland"
"26930","C7641",19,1.0950310033185e-06,"Malignant neoplasm of right upper limb"
"26931","C7642",19,1.14518005800498e-06,"Malignant neoplasm of left upper limb"
"26932","C7961",19,1.91688162979225e-06,"Secondary malignant neoplasm of right ovary"
"26933","C7962",19,1.6905510277204e-06,"Secondary malignant neoplasm of left ovary"
"26934","C7A020",19,2.46456209544718e-06,"Malignant carcinoid tumor of the appendix"
"26935","C8110",19,2.95780444252798e-06,"Nodular sclerosis Hodgkin lymphoma, unspecified site"
"26936","C8170",19,1.77369288154271e-06,"Other Hodgkin lymphoma, unspecified site"
"26937","C8191",19,2.27914256430377e-06,"Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck"
"26938","C8309",19,6.90638264310521e-06,"Small cell B-cell lymphoma, extranodal and solid organ sites"
"26939","C8336",19,5.80970199982992e-06,"Diffuse large B-cell lymphoma, intrapelvic lymph nodes"
"26940","C8514",19,2.12473626434804e-06,"Unspecified B-cell lymphoma, lymph nodes of axilla and upper limb"
"26941","C8596",19,1.28177024642735e-06,"Non-Hodgkin lymphoma, unspecified, intrapelvic lymph nodes"
"26942","C9300",19,2.75687829579072e-06,"Acute monoblastic/monocytic leukemia, not having achieved remission"
"26943","C962",19,1.90764364603422e-06,"Malignant mast cell neoplasm"
"26944","D0222",19,1.08843244349133e-06,"Carcinoma in situ of left bronchus and lung"
"26945","D0582",19,2.9488963867613e-06,"Other specified type of carcinoma in situ of left breast"
"26946","D101",19,9.1432944245151e-06,"Benign neoplasm of tongue"
"26947","D1039",19,9.72660711323674e-06,"Benign neoplasm of other parts of mouth"
"26948","D129",19,3.94626870463772e-06,"Benign neoplasm of anus and anal canal"
"26949","D2122",19,6.55467940431716e-06,"Benign neoplasm of connective and other soft tissue of left lower limb, including hip"
"26950","D2272",19,7.97353473115393e-05,"Melanocytic nevi of left lower limb, including hip"
"26951","D2321",19,6.98787485697073e-06,"Other benign neoplasm of skin of right ear and external auricular canal"
"26952","D303",19,1.50648420134155e-05,"Benign neoplasm of bladder"
"26953","D3709",19,5.51375659158144e-06,"Neoplasm of uncertain behavior of other specified sites of the oral cavity"
"26954","D373",19,1.80767546465263e-06,"Neoplasm of uncertain behavior of appendix"
"26955","D380",19,5.23166815897001e-06,"Neoplasm of uncertain behavior of larynx"
"26956","D390",19,1.94558536504043e-06,"Neoplasm of uncertain behavior of uterus"
"26957","D3910",19,3.20755993198628e-06,"Neoplasm of uncertain behavior of unspecified ovary"
"26958","D4412",19,1.80569589670448e-06,"Neoplasm of uncertain behavior of left adrenal gland"
"26959","D474",19,5.29567418929354e-06,"Osteomyelofibrosis"
"26960","D483",19,8.6144198543676e-07,"Neoplasm of uncertain behavior of retroperitoneum"
"26961","D49512",19,4.57214210424459e-06,"Neoplasm of unspecified behavior of left kidney"
"26962","D57419",19,2.60544134775722e-06,"Sickle-cell thalassemia with crisis, unspecified"
"26963","D595",19,4.67705920549656e-06,"Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli]"
"26964","D611",19,2.85255741328465e-06,"Drug-induced aplastic anemia"
"26965","D641",19,3.05810255190093e-06,"Secondary sideroblastic anemia due to disease"
"26966","D68312",19,1.99573441972691e-06,"Antiphospholipid antibody with hemorrhagic disorder"
"26967","D700",19,1.62687492538823e-06,"Congenital agranulocytosis"
"26968","E08649",19,2.30157766771614e-06,"Diabetes mellitus due to underlying condition with hypoglycemia without coma"
"26969","E0940",19,7.92157107251498e-07,"Drug or chemical induced diabetes mellitus with neurological complications with diabetic neuropathy, unspecified"
"26970","E10311",19,4.25310173660102e-06,"Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema"
"26971","E169",19,1.65029981277467e-06,"Disorder of pancreatic internal secretion, unspecified"
"26972","E2609",19,2.87631222866246e-06,"Other primary hyperaldosteronism"
"26973","E343",19,7.48276684400832e-07,"Short stature due to endocrine disorder"
"26974","E530",19,1.78557028923161e-06,"Riboflavin deficiency"
"26975","E7881",19,2.22173509380741e-06,"Lipoid dermatoarthritis"
"26976","E8389",19,2.27518342840747e-06,"Other disorders of mineral metabolism"
"26977","E853",19,1.17718307316674e-06,"Secondary systemic amyloidosis"
"26978","E8581",19,2.65097141056468e-06,"Light chain (AL) amyloidosis"
"26979","F10221",19,1.55627033523753e-06,"Alcohol dependence with intoxication delirium"
"26980","F13230",19,2.62028810736834e-06,"Sedative, hypnotic or anxiolytic dependence with withdrawal, uncomplicated"
"26981","F5111",19,4.41707594830614e-06,"Primary hypersomnia"
"26982","F513",19,2.37911074568536e-06,"Sleepwalking [somnambulism]"
"26983","F641",19,4.12278018001446e-06,"Dual role transvestism"
"26984","G0489",19,1.50711106452513e-06,"Other myelitis"
"26985","G47429",19,2.04357397847388e-06,"Narcolepsy in conditions classified elsewhere without cataplexy"
"26986","G5722",19,2.73906218425737e-06,"Lesion of femoral nerve, left lower limb"
"26987","G6282",19,1.61235809376846e-06,"Radiation-induced polyneuropathy"
"26988","G7089",19,1.42891813057319e-06,"Other specified myoneural disorders"
"26989","G712",19,1.4391458983053e-06,"Congenital myopathies"
"26990","G722",19,3.36229615993337e-06,"Myopathy due to other toxic agents"
"26991","G8312",19,1.509750488456e-06,"Monoplegia of lower limb affecting left dominant side"
"26992","G8320",19,1.60443982197586e-06,"Monoplegia of upper limb affecting unspecified side"
"26993","G914",19,9.45903551224508e-07,"Hydrocephalus in diseases classified elsewhere"
"26994","G970",19,1.07325575588885e-06,"Cerebrospinal fluid leak from spinal puncture"
"26995","G9741",19,1.33620836500149e-06,"Accidental puncture or laceration of dura during a procedure"
"26996","H02423",19,5.12546433855175e-05,"Myogenic ptosis of bilateral eyelids"
"26997","H02843",19,2.23658185341854e-06,"Edema of right eye, unspecified eyelid"
"26998","H04121",19,8.79954245031879e-05,"Dry eye syndrome of right lacrimal gland"
"26999","H1011",19,1.1055227134437e-05,"Acute atopic conjunctivitis, right eye"
"27000","H16229",19,1.06167528339217e-05,"Keratoconjunctivitis sicca, not specified as Sjogren's, unspecified eye"
"27001","H169",19,1.32601359006851e-05,"Unspecified keratitis"
"27002","H179",19,4.44238142524333e-05,"Unspecified corneal scar and opacity"
"27003","H348122",19,2.51989101959799e-05,"Central retinal vein occlusion, left eye, stable"
"27004","H401113",19,0.000123487758101558,"Primary open-angle glaucoma, right eye, severe stage"
"27005","H4020X0",19,3.15774080529116e-06,"Unspecified primary angle-closure glaucoma, stage unspecified"
"27006","H43392",19,8.24028151216718e-05,"Other vitreous opacities, left eye"
"27007","H47019",19,2.44773576788791e-06,"Ischemic optic neuropathy, unspecified eye"
"27008","H5000",19,1.71285415993623e-05,"Unspecified esotropia"
"27009","H5203",19,0.000363156689008052,"Hypermetropia, bilateral"
"27010","H53123",19,9.8490103980307e-06,"Transient visual loss, bilateral"
"27011","H53451",19,6.90935199502743e-06,"Other localized visual field defect, right eye"
"27012","H60399",19,8.08818470815097e-06,"Other infective otitis externa, unspecified ear"
"27013","H66002",19,1.87534369568023e-05,"Acute suppurative otitis media without spontaneous rupture of ear drum, left ear"
"27014","H8303",19,6.65167823377653e-06,"Labyrinthitis, bilateral"
"27015","H9122",19,1.64116080741405e-05,"Sudden idiopathic hearing loss, left ear"
"27016","H93293",19,3.75454754885936e-05,"Other abnormal auditory perceptions, bilateral"
"27017","I2723",19,2.71827672080179e-06,"Pulmonary hypertension due to lung diseases and hypoxia"
"27018","I308",19,1.69220066767719e-06,"Other forms of acute pericarditis"
"27019","I310",19,1.12274495459261e-06,"Chronic adhesive pericarditis"
"27020","I409",19,9.70978078567746e-07,"Acute myocarditis, unspecified"
"27021","I450",19,9.12943744887805e-06,"Right fascicular block"
"27022","I511",19,1.27121255070388e-06,"Rupture of chordae tendineae, not elsewhere classified"
"27023","I6000",19,1.54175350361776e-06,"Nontraumatic subarachnoid hemorrhage from unspecified carotid siphon and bifurcation"
"27024","I63322",19,2.23889134935804e-06,"Cerebral infarction due to thrombosis of left anterior cerebral artery"
"27025","I676",19,1.48467596111276e-06,"Nonpyogenic thrombosis of intracranial venous system"
"27026","I69054",19,3.82848441172277e-06,"Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left non-dominant side"
"27027","I69310",19,4.41575623634071e-06,"Attention and concentration deficit following cerebral infarction"
"27028","I69334",19,1.22898176781001e-06,"Monoplegia of upper limb following cerebral infarction affecting left non-dominant side"
"27029","I70228",19,3.33953112852964e-06,"Atherosclerosis of native arteries of extremities with rest pain, other extremity"
"27030","I70298",19,2.82055439812289e-06,"Other atherosclerosis of native arteries of extremities, other extremity"
"27031","I715",19,8.86186584788639e-07,"Thoracoabdominal aortic aneurysm, ruptured"
"27032","I80293",19,5.41543805015664e-06,"Phlebitis and thrombophlebitis of other deep vessels of lower extremity, bilateral"
"27033","I82519",19,1.93040867743795e-06,"Chronic embolism and thrombosis of unspecified femoral vein"
"27034","I83015",19,2.58960480417201e-06,"Varicose veins of right lower extremity with ulcer other part of foot"
"27035","I881",19,1.75719648197479e-06,"Chronic lymphadenitis, except mesenteric"
"27036","I888",19,2.16828675920735e-06,"Other nonspecific lymphadenitis"
"27037","I9751",19,1.26593370284215e-06,"Accidental puncture and laceration of a circulatory system organ or structure during a circulatory system procedure"
"27038","I97611",19,2.63282537103996e-06,"Postprocedural hemorrhage of a circulatory system organ or structure following cardiac bypass"
"27039","I97711",19,7.53885460253924e-07,"Intraoperative cardiac arrest during other surgery"
"27040","I97821",19,8.69030329238003e-07,"Postprocedural cerebrovascular infarction following other surgery"
"27041","J182",19,2.68561384965731e-06,"Hypostatic pneumonia, unspecified organism"
"27042","J202",19,7.47979749208609e-06,"Acute bronchitis due to streptococcus"
"27043","J628",19,1.73476137856242e-06,"Pneumoconiosis due to other dust containing silica"
"27044","J95830",19,1.31674261351134e-06,"Postprocedural hemorrhage of a respiratory system organ or structure following a respiratory system procedure"
"27045","K0381",19,4.02611127854645e-06,"Cracked tooth"
"27046","K098",19,1.56253896707334e-06,"Other cysts of oral region, not elsewhere classified"
"27047","K1239",19,1.94393572508364e-06,"Other oral mucositis (ulcerative)"
"27048","K141",19,2.58531574028436e-06,"Geographic tongue"
"27049","K50011",19,1.206876592389e-06,"Crohn's disease of small intestine with rectal bleeding"
"27050","K5652",19,1.14946912189264e-06,"Intestinal adhesions [bands] with complete obstruction"
"27051","K5931",19,2.32863176300753e-06,"Toxic megacolon"
"27052","K744",19,1.10492884305925e-06,"Secondary biliary cirrhosis"
"27053","K77",19,1.33983757290643e-06,"Liver disorders in diseases classified elsewhere"
"27054","K8033",19,2.8641048929822e-06,"Calculus of bile duct with acute cholangitis with obstruction"
"27055","K8066",19,1.9109429259478e-06,"Calculus of gallbladder and bile duct with acute and chronic cholecystitis without obstruction"
"27056","K833",19,1.80734553666127e-06,"Fistula of bile duct"
"27057","K8511",19,1.99870377164914e-06,"Biliary acute pancreatitis with uninfected necrosis"
"27058","K9509",19,4.33162459854432e-06,"Other complications of gastric band procedure"
"27059","L03316",19,2.15343999959622e-06,"Cellulitis of umbilicus"
"27060","L240",19,5.47449516060979e-06,"Irritant contact dermatitis due to detergents"
"27061","L512",19,1.0871127315259e-06,"Toxic epidermal necrolysis [Lyell]"
"27062","L661",19,1.49345204568289e-05,"Lichen planopilaris"
"27063","L731",19,3.85751807496231e-06,"Pseudofolliculitis barbae"
"27064","L8945",19,1.81526380845387e-06,"Pressure ulcer of contiguous site of back, buttock and hip, unstageable"
"27065","L89819",19,8.50884289713291e-07,"Pressure ulcer of head, unspecified stage"
"27066","L97109",19,1.00496066167766e-06,"Non-pressure chronic ulcer of unspecified thigh with unspecified severity"
"27067","L97314",19,2.4335488642595e-06,"Non-pressure chronic ulcer of right ankle with necrosis of bone"
"27068","L97504",19,1.81163460054893e-06,"Non-pressure chronic ulcer of other part of unspecified foot with necrosis of bone"
"27069","L98422",19,3.59225596991017e-06,"Non-pressure chronic ulcer of back with fat layer exposed"
"27070","M0000",19,8.81567592909622e-07,"Staphylococcal arthritis, unspecified joint"
"27071","M00811",19,2.60181213985227e-06,"Arthritis due to other bacteria, right shoulder"
"27072","M05749",19,3.0963741988985e-06,"Rheumatoid arthritis with rheumatoid factor of unspecified hand without organ or systems involvement"
"27073","M06061",19,1.74070008240687e-06,"Rheumatoid arthritis without rheumatoid factor, right knee"
"27074","M06861",19,1.88784796655272e-06,"Other specified rheumatoid arthritis, right knee"
"27075","M10022",19,1.39724504340279e-06,"Idiopathic gout, left elbow"
"27076","M10371",19,2.77535426330679e-06,"Gout due to renal impairment, right ankle and foot"
"27077","M11231",19,3.0036644333268e-06,"Other chondrocalcinosis, right wrist"
"27078","M119",19,2.09273324918628e-06,"Crystal arthropathy, unspecified"
"27079","M12571",19,1.10426898707654e-05,"Traumatic arthropathy, right ankle and foot"
"27080","M13831",19,1.39361583549785e-06,"Other specified arthritis, right wrist"
"27081","M13832",19,1.12901358642842e-06,"Other specified arthritis, left wrist"
"27082","M19132",19,4.4253241480901e-06,"Post-traumatic osteoarthritis, left wrist"
"27083","M19272",19,1.2200407192442e-05,"Secondary osteoarthritis, left ankle and foot"
"27084","M1A09X1",19,7.27524213744389e-06,"Idiopathic chronic gout, multiple sites, with tophus (tophi)"
"27085","M2062",19,9.18090621552996e-06,"Acquired deformities of toe(s), unspecified, left foot"
"27086","M21069",19,1.492264304914e-06,"Valgus deformity, not elsewhere classified, unspecified knee"
"27087","M21752",19,5.15611464894894e-06,"Unequal limb length (acquired), left femur"
"27088","M21941",19,1.39196619554105e-06,"Unspecified acquired deformity of hand, right hand"
"27089","M24531",19,3.53286893146566e-06,"Contracture, right wrist"
"27090","M24574",19,1.77300003276086e-05,"Contracture, right foot"
"27091","M24661",19,9.85725859781466e-06,"Ankylosis, right knee"
"27092","M25476",19,2.01816952313928e-06,"Effusion, unspecified foot"
"27093","M25622",19,1.62707288218304e-05,"Stiffness of left elbow, not elsewhere classified"
"27094","M25632",19,4.18071553529699e-05,"Stiffness of left wrist, not elsewhere classified"
"27095","M25672",19,4.48180782021066e-05,"Stiffness of left ankle, not elsewhere classified"
"27096","M25841",19,2.80867699043399e-06,"Other specified joint disorders, right hand"
