question_id,question,answer_id,answer,q_ev.covid,q_pt.covid,a_ev.covid,a_pt.covid,ev_prop.covid,pt_prop.covid,q_ev.non_covid,q_pt.non_covid,a_ev.non_covid,a_pt.non_covid,ev_prop.non_covid,pt_prop.non_covid,ev_prop_difference,pt_prop_difference,lower_CI_ev,upper_CI_ev,lower_CI_pt,upper_CI_pt,p_value_ev,p_value_pt
28112,How often disposable gloves worn when outside home between the start of November and the start of December,1,Never,252,252,179,179,0.71031746,0.71031746,7798,7798,5971,5971,0.765709156,0.765709156,-0.055391696,-0.055391696,-0.062458342,-0.04832505,-0.062458342,-0.04832505,8.08E-04,8.08E-04
28112,How often disposable gloves worn when outside home between the start of November and the start of December,2,Some of the time,252,252,55,55,0.218253968,0.218253968,7798,7798,1352,1352,0.173377789,0.173377789,0.044876179,0.044876179,0.038480261,0.051272098,0.038480261,0.051272098,0.002858815,0.002858815
28112,How often disposable gloves worn when outside home between the start of November and the start of December,4,Most of the time,252,252,12,12,0.047619048,0.047619048,7798,7798,244,244,0.031290074,0.031290074,0.016328973,0.016328973,0.012413633,0.020244314,0.012413633,0.020244314,0.005700168,0.005700168
28113,How often alcohol-based sanitiser used when outside home between mid-March and the end of June (i.e the first UK lockdown),-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,7595,7595,6,6,7.90E-04,7.90E-04,NA,NA,NA,NA,NA,NA,NA,NA
28113,How often alcohol-based sanitiser used when outside home between mid-March and the end of June (i.e the first UK lockdown),1,Never,236,236,7,7,0.029661017,0.029661017,7595,7595,245,245,0.032258065,0.032258065,-0.002597048,-0.002597048,-0.0041912,-0.001002895,-0.0041912,-0.001002895,9.12E-04,9.12E-04
28113,How often alcohol-based sanitiser used when outside home between mid-March and the end of June (i.e the first UK lockdown),2,Some of the time,236,236,60,60,0.254237288,0.254237288,7595,7595,1969,1969,0.259249506,0.259249506,-0.005012218,-0.005012218,-0.007224184,-0.002800253,-0.007224184,-0.002800253,2.19E-04,2.19E-04
28113,How often alcohol-based sanitiser used when outside home between mid-March and the end of June (i.e the first UK lockdown),3,Half of the time,236,236,10,10,0.042372881,0.042372881,7595,7595,406,406,0.053456221,0.053456221,-0.01108334,-0.01108334,-0.014362553,-0.007804127,-0.014362553,-0.007804127,0.002356187,0.002356187
28113,How often alcohol-based sanitiser used when outside home between mid-March and the end of June (i.e the first UK lockdown),4,Most of the time,236,236,74,74,0.313559322,0.313559322,7595,7595,2489,2489,0.327715602,0.327715602,-0.01415628,-0.01415628,-0.017856548,-0.010456013,-0.017856548,-0.010456013,4.89E-04,4.89E-04
28113,How often alcohol-based sanitiser used when outside home between mid-March and the end of June (i.e the first UK lockdown),5,All of the time,236,236,85,85,0.360169492,0.360169492,7595,7595,2480,2480,0.326530612,0.326530612,0.033638879,0.033638879,0.027991526,0.039286233,0.027991526,0.039286233,0.001160368,0.001160368
28114,How often alcohol-based sanitiser used when outside home between the start of July and mid-September,1,Never,268,268,11,11,0.041044776,0.041044776,8344,8344,246,246,0.029482263,0.029482263,0.011562513,0.011562513,0.008369419,0.014755608,0.008369419,0.014755608,0.004165724,0.004165724
28114,How often alcohol-based sanitiser used when outside home between the start of July and mid-September,2,Some of the time,268,268,65,65,0.242537313,0.242537313,8344,8344,2250,2250,0.269654842,0.269654842,-0.027117528,-0.027117528,-0.03196892,-0.022266137,-0.03196892,-0.022266137,0.001086887,0.001086887
28114,How often alcohol-based sanitiser used when outside home between the start of July and mid-September,3,Half of the time,268,268,12,12,0.044776119,0.044776119,8344,8344,420,420,0.05033557,0.05033557,-0.005559451,-0.005559451,-0.007780287,-0.003338615,-0.007780287,-0.003338615,0.001194042,0.001194042
28114,How often alcohol-based sanitiser used when outside home between the start of July and mid-September,4,Most of the time,268,268,85,85,0.317164179,0.317164179,8344,8344,2563,2563,0.307166826,0.307166826,0.009997353,0.009997353,0.00702588,0.012968825,0.00702588,0.012968825,3.50E-04,3.50E-04
28114,How often alcohol-based sanitiser used when outside home between the start of July and mid-September,5,All of the time,268,268,95,95,0.354477612,0.354477612,8344,8344,2863,2863,0.343120805,0.343120805,0.011356807,0.011356807,0.008191914,0.014521699,0.008191914,0.014521699,3.56E-04,3.56E-04
28115,How often alcohol-based sanitiser used when outside home between mid-September and the end of October,1,Never,256,256,9,9,0.03515625,0.03515625,8166,8166,297,297,0.036370316,0.036370316,-0.001214066,-0.001214066,-0.002265817,-1.62E-04,-0.002265817,-1.62E-04,3.64E-04,3.64E-04
28115,How often alcohol-based sanitiser used when outside home between mid-September and the end of October,2,Some of the time,256,256,71,71,0.27734375,0.27734375,8166,8166,2167,2167,0.265368602,0.265368602,0.011975148,0.011975148,0.008689812,0.015260485,0.008689812,0.015260485,4.91E-04,4.91E-04
28115,How often alcohol-based sanitiser used when outside home between mid-September and the end of October,3,Half of the time,256,256,7,7,0.02734375,0.02734375,8166,8166,423,423,0.051800147,0.051800147,-0.024456397,-0.024456397,-0.029121648,-0.019791146,-0.029121648,-0.019791146,0.005201974,0.005201974
28115,How often alcohol-based sanitiser used when outside home between mid-September and the end of October,4,Most of the time,256,256,79,79,0.30859375,0.30859375,8166,8166,2417,2417,0.295983346,0.295983346,0.012610404,0.012610404,0.009240138,0.015980671,0.009240138,0.015980671,4.64E-04,4.64E-04
28115,How often alcohol-based sanitiser used when outside home between mid-September and the end of October,5,All of the time,256,256,89,89,0.34765625,0.34765625,8166,8166,2859,2859,0.350110213,0.350110213,-0.002453963,-0.002453963,-0.003948326,-9.60E-04,-0.003948326,-9.60E-04,7.64E-05,7.64E-05
28116,How often alcohol-based sanitiser used when outside home between the start of November and the start of December,1,Never,252,252,12,12,0.047619048,0.047619048,7798,7798,353,353,0.045268017,0.045268017,0.00235103,0.00235103,8.55E-04,0.003847208,8.55E-04,0.003847208,5.78E-04,5.78E-04
28116,How often alcohol-based sanitiser used when outside home between the start of November and the start of December,2,Some of the time,252,252,59,59,0.234126984,0.234126984,7798,7798,1989,1989,0.255065401,0.255065401,-0.020938417,-0.020938417,-0.025361673,-0.016515161,-0.025361673,-0.016515161,9.17E-04,9.17E-04
28116,How often alcohol-based sanitiser used when outside home between the start of November and the start of December,3,Half of the time,252,252,7,7,0.027777778,0.027777778,7798,7798,378,378,0.048473968,0.048473968,-0.02069619,-0.02069619,-0.02509433,-0.01629805,-0.02509433,-0.01629805,0.004809479,0.004809479
28116,How often alcohol-based sanitiser used when outside home between the start of November and the start of December,4,Most of the time,252,252,83,83,0.329365079,0.329365079,7798,7798,2200,2200,0.282123621,0.282123621,0.047241458,0.047241458,0.04068728,0.053795636,0.04068728,0.053795636,0.001855806,0.001855806
28116,How often alcohol-based sanitiser used when outside home between the start of November and the start of December,5,All of the time,252,252,91,91,0.361111111,0.361111111,7798,7798,2875,2875,0.368684278,0.368684278,-0.007573167,-0.007573167,-0.01025143,-0.004894904,-0.01025143,-0.004894904,2.29E-04,2.29E-04
28117,Time in close contact with people between mid-March and the end of June (i.e the first UK lockdown),5,5 or more days per week,236,236,17,17,0.072033898,0.072033898,7595,7595,237,237,0.03120474,0.03120474,0.040829158,0.040829158,0.034630643,0.047027674,0.034630643,0.047027674,0.013906386,0.013906386
28117,Time in close contact with people between mid-March and the end of June (i.e the first UK lockdown),1,Never,236,236,83,83,0.351694915,0.351694915,7595,7595,3625,3625,0.477287689,0.477287689,-0.125592774,-0.125592774,-0.135972686,-0.115212862,-0.135972686,-0.115212862,0.002994246,0.002994246
28117,Time in close contact with people between mid-March and the end of June (i.e the first UK lockdown),2,Less than once a week,236,236,85,85,0.360169492,0.360169492,7595,7595,2499,2499,0.329032258,0.329032258,0.031137233,0.031137233,0.025696899,0.036577568,0.025696899,0.036577568,0.001066202,0.001066202
28117,Time in close contact with people between mid-March and the end of June (i.e the first UK lockdown),3,1 to 2 days per week,236,236,35,35,0.148305085,0.148305085,7595,7595,924,924,0.121658986,0.121658986,0.026646099,0.026646099,0.021601732,0.031690466,0.021601732,0.031690466,0.002457103,0.002457103
28117,Time in close contact with people between mid-March and the end of June (i.e the first UK lockdown),4,3 to 4 days per week,236,236,15,15,0.063559322,0.063559322,7595,7595,303,303,0.039894668,0.039894668,0.023664654,0.023664654,0.01890359,0.028425719,0.01890359,0.028425719,0.00655295,0.00655295
28118,Time in close contact with people between the start of July and mid-September,1,Never,268,268,65,65,0.242537313,0.242537313,8344,8344,2385,2385,0.285834132,0.285834132,-0.043296819,-0.043296819,-0.049375756,-0.037217881,-0.049375756,-0.037217881,0.00163942,0.00163942
28118,Time in close contact with people between the start of July and mid-September,2,Less than once a week,268,268,85,85,0.317164179,0.317164179,8344,8344,3171,3171,0.380033557,0.380033557,-0.062869378,-0.062869378,-0.070119256,-0.0556195,-0.070119256,-0.0556195,0.001791125,0.001791125
28118,Time in close contact with people between the start of July and mid-September,3,1 to 2 days per week,268,268,63,63,0.235074627,0.235074627,8344,8344,1811,1811,0.217042186,0.217042186,0.018032441,0.018032441,0.014057901,0.022006981,0.014057901,0.022006981,8.93E-04,8.93E-04
28118,Time in close contact with people between the start of July and mid-September,4,3 to 4 days per week,268,268,30,30,0.111940299,0.111940299,8344,8344,610,610,0.073106424,0.073106424,0.038833875,0.038833875,0.033063345,0.044604404,0.033063345,0.044604404,0.005607926,0.005607926
28118,Time in close contact with people between the start of July and mid-September,5,5 or more days per week,268,268,24,24,0.089552239,0.089552239,8344,8344,354,354,0.042425695,0.042425695,0.047126544,0.047126544,0.040797159,0.053455928,0.040797159,0.053455928,0.011373821,0.011373821
28119,Time in close contact with people between mid-September and the end of October,1,Never,256,256,69,69,0.26953125,0.26953125,8166,8166,2623,2623,0.321209895,0.321209895,-0.051678645,-0.051678645,-0.05836499,-0.0449923,-0.05836499,-0.0449923,0.001761069,0.001761069
28119,Time in close contact with people between mid-September and the end of October,2,Less than once a week,256,256,78,78,0.3046875,0.3046875,8166,8166,2926,2926,0.358314964,0.358314964,-0.053627464,-0.053627464,-0.060431713,-0.046823216,-0.060431713,-0.046823216,0.00163776,0.00163776
28119,Time in close contact with people between mid-September and the end of October,3,1 to 2 days per week,256,256,59,59,0.23046875,0.23046875,8166,8166,1660,1660,0.203281901,0.203281901,0.027186849,0.027186849,0.022274948,0.032098751,0.022274948,0.032098751,0.001451032,0.001451032
28119,Time in close contact with people between mid-September and the end of October,4,3 to 4 days per week,256,256,26,26,0.1015625,0.1015625,8166,8166,563,563,0.068944404,0.068944404,0.032618096,0.032618096,0.027252923,0.03798327,0.027252923,0.03798327,0.005065977,0.005065977
28119,Time in close contact with people between mid-September and the end of October,5,5 or more days per week,256,256,23,23,0.08984375,0.08984375,8166,8166,379,379,0.046411952,0.046411952,0.043431798,0.043431798,0.037275532,0.049588064,0.037275532,0.049588064,0.009796125,0.009796125
28120,Time in close contact with people between the start of November and the start of December,1,Never,252,252,85,85,0.337301587,0.337301587,7798,7798,3229,3229,0.414080533,0.414080533,-0.076778946,-0.076778946,-0.085004006,-0.068553886,-0.085004006,-0.068553886,0.002077584,0.002077584
28120,Time in close contact with people between the start of November and the start of December,2,Less than once a week,252,252,83,83,0.329365079,0.329365079,7798,7798,2503,2503,0.320979738,0.320979738,0.008385341,0.008385341,0.005568275,0.011202407,0.005568275,0.011202407,2.91E-04,2.91E-04
28120,Time in close contact with people between the start of November and the start of December,3,1 to 2 days per week,252,252,47,47,0.186507937,0.186507937,7798,7798,1299,1299,0.166581175,0.166581175,0.019926762,0.019926762,0.015609456,0.024244067,0.015609456,0.024244067,0.001327994,0.001327994
28120,Time in close contact with people between the start of November and the start of December,-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,7798,7798,6,6,7.69E-04,7.69E-04,NA,NA,NA,NA,NA,NA,NA,NA
28120,Time in close contact with people between the start of November and the start of December,4,3 to 4 days per week,252,252,14,14,0.055555556,0.055555556,7798,7798,440,440,0.056424724,0.056424724,-8.69E-04,-8.69E-04,-0.001779561,4.12E-05,-0.001779561,4.12E-05,1.72E-04,1.72E-04
28120,Time in close contact with people between the start of November and the start of December,5,5 or more days per week,252,252,23,23,0.091269841,0.091269841,7798,7798,321,321,0.041164401,0.041164401,0.05010544,0.05010544,0.043365667,0.056845213,0.043365667,0.056845213,0.012804276,0.012804276
28121,Spent nights away from own home between 1st March 2020 and 30th November 2020,0,No,314,314,153,153,0.487261146,0.487261146,9638,9638,4671,4671,0.484644117,0.484644117,0.002617029,0.002617029,0.001197504,0.004036555,0.001197504,0.004036555,5.41E-05,5.41E-05
28121,Spent nights away from own home between 1st March 2020 and 30th November 2020,1,Yes,314,314,160,160,0.50955414,0.50955414,9638,9638,4957,4957,0.514318323,0.514318323,-0.004764183,-0.004764183,-0.006677404,-0.002850962,-0.006677404,-0.002850962,9.29E-05,9.29E-05
28122,Nights spent in friend's or relative's home between 1st March 2020 and 30th November 2020,6,7-Jun,160,160,6,6,0.0375,0.0375,4957,4957,220,220,0.044381682,0.044381682,-0.006881682,-0.006881682,-0.010085024,-0.003678341,-0.010085024,-0.003678341,0.00217738,0.00217738
28122,Nights spent in friend's or relative's home between 1st March 2020 and 30th November 2020,3,3,160,160,6,6,0.0375,0.0375,4957,4957,288,288,0.058099657,0.058099657,-0.020599657,-0.020599657,-0.026103493,-0.015095821,-0.026103493,-0.015095821,0.005002378,0.005002378
28122,Nights spent in friend's or relative's home between 1st March 2020 and 30th November 2020,-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,4957,4957,6,6,0.00121041,0.00121041,NA,NA,NA,NA,NA,NA,NA,NA
28122,Nights spent in friend's or relative's home between 1st March 2020 and 30th November 2020,0,0,160,160,88,88,0.55,0.55,4957,4957,2747,2747,0.554165826,0.554165826,-0.004165826,-0.004165826,-0.006661567,-0.001670085,-0.006661567,-0.001670085,1.05E-04,1.05E-04
28122,Nights spent in friend's or relative's home between 1st March 2020 and 30th November 2020,1,1,160,160,13,13,0.08125,0.08125,4957,4957,340,340,0.068589873,0.068589873,0.012660127,0.012660127,0.008327935,0.01699232,0.008327935,0.01699232,0.002564187,0.002564187
28122,Nights spent in friend's or relative's home between 1st March 2020 and 30th November 2020,10,More than 20,160,160,10,10,0.0625,0.0625,4957,4957,227,227,0.045793827,0.045793827,0.016706173,0.016706173,0.011739844,0.021672503,0.011739844,0.021672503,0.005032482,0.005032482
28122,Nights spent in friend's or relative's home between 1st March 2020 and 30th November 2020,2,2,160,160,18,18,0.1125,0.1125,4957,4957,388,388,0.078273149,0.078273149,0.034226851,0.034226851,0.027181925,0.041271777,0.027181925,0.041271777,0.00601351,0.00601351
28122,Nights spent in friend's or relative's home between 1st March 2020 and 30th November 2020,7,10-Aug,160,160,6,6,0.0375,0.0375,4957,4957,193,193,0.03893484,0.03893484,-0.00143484,-0.00143484,-0.002901553,3.19E-05,-0.002901553,3.19E-05,5.16E-04,5.16E-04
28122,Nights spent in friend's or relative's home between 1st March 2020 and 30th November 2020,8,15-Nov,160,160,5,5,0.03125,0.03125,4957,4957,146,146,0.029453298,0.029453298,0.001796702,0.001796702,1.56E-04,0.00343768,1.56E-04,0.00343768,8.51E-04,8.51E-04
28123,Nights spent in hotel/guest house/bed and breakfast between 1st March 2020 and 30th November 2020,7,10-Aug,160,160,6,6,0.0375,0.0375,4957,4957,250,250,0.05043373,0.05043373,-0.01293373,-0.01293373,-0.017311878,-0.008555582,-0.017311878,-0.008555582,0.003610376,0.003610376
28123,Nights spent in hotel/guest house/bed and breakfast between 1st March 2020 and 30th November 2020,4,4,160,160,11,11,0.06875,0.06875,4957,4957,287,287,0.057897922,0.057897922,0.010852078,0.010852078,0.006837476,0.014866679,0.006837476,0.014866679,0.002603611,0.002603611
28123,Nights spent in hotel/guest house/bed and breakfast between 1st March 2020 and 30th November 2020,5,5,160,160,8,8,0.05,0.05,4957,4957,184,184,0.037119225,0.037119225,0.012880775,0.012880775,0.008511482,0.017250068,0.008511482,0.017250068,0.004790432,0.004790432
28123,Nights spent in hotel/guest house/bed and breakfast between 1st March 2020 and 30th November 2020,6,7-Jun,160,160,16,16,0.1,0.1,4957,4957,453,453,0.091385919,0.091385919,0.008614081,0.008614081,0.005033271,0.012194891,0.005033271,0.012194891,0.001313668,0.001313668
28123,Nights spent in hotel/guest house/bed and breakfast between 1st March 2020 and 30th November 2020,0,0,160,160,68,68,0.425,0.425,4957,4957,2311,2311,0.466209401,0.466209401,-0.041209401,-0.041209401,-0.048911612,-0.03350719,-0.048911612,-0.03350719,0.001238962,0.001238962
28123,Nights spent in hotel/guest house/bed and breakfast between 1st March 2020 and 30th November 2020,1,1,160,160,12,12,0.075,0.075,4957,4957,296,296,0.059713536,0.059713536,0.015286464,0.015286464,0.010532412,0.020040515,0.010532412,0.020040515,0.003546829,0.003546829
28123,Nights spent in hotel/guest house/bed and breakfast between 1st March 2020 and 30th November 2020,2,2,160,160,17,17,0.10625,0.10625,4957,4957,415,415,0.083719992,0.083719992,0.022530008,0.022530008,0.016779744,0.028280272,0.016779744,0.028280272,0.003726639,0.003726639
28123,Nights spent in hotel/guest house/bed and breakfast between 1st March 2020 and 30th November 2020,3,3,160,160,8,8,0.05,0.05,4957,4957,368,368,0.074238451,0.074238451,-0.024238451,-0.024238451,-0.030197537,-0.018279365,-0.030197537,-0.018279365,0.004603734,0.004603734
28123,Nights spent in hotel/guest house/bed and breakfast between 1st March 2020 and 30th November 2020,8,15-Nov,160,160,11,11,0.06875,0.06875,4957,4957,212,212,0.042767803,0.042767803,0.025982197,0.025982197,0.019817996,0.032146397,0.019817996,0.032146397,0.008289976,0.008289976
28123,Nights spent in hotel/guest house/bed and breakfast between 1st March 2020 and 30th November 2020,9,16-20,NA,NA,NA,NA,NA,NA,4957,4957,89,89,0.017954408,0.017954408,NA,NA,NA,NA,NA,NA,NA,NA
28124,Nights spent in a second home between 1st March 2020 and 30th November 2020,-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,4957,4957,9,9,0.001815614,0.001815614,NA,NA,NA,NA,NA,NA,NA,NA
28124,Nights spent in a second home between 1st March 2020 and 30th November 2020,0,0,160,160,132,132,0.825,0.825,4957,4957,4111,4111,0.829332257,0.829332257,-0.004332257,-0.004332257,-0.006877152,-0.001787363,-0.006877152,-0.001787363,7.30E-05,7.30E-05
28124,Nights spent in a second home between 1st March 2020 and 30th November 2020,10,More than 20,160,160,10,10,0.0625,0.0625,4957,4957,236,236,0.047609441,0.047609441,0.014890559,0.014890559,0.010197531,0.019583587,0.010197531,0.019583587,0.004323679,0.004323679
28125,Nights spent in a hospital between 1st March 2020 and 30th November 2020,0,0,160,160,144,144,0.9,0.9,4957,4957,4743,4743,0.956828727,0.956828727,-0.056828727,-0.056828727,-0.065799598,-0.047857856,-0.065799598,-0.047857856,8.32E-04,8.32E-04
28126,Nights spent in another place between 1st March 2020 and 30th November 2020,0,0,160,160,125,125,0.78125,0.78125,4957,4957,3724,3724,0.751260843,0.751260843,0.029989157,0.029989157,0.023380308,0.036598005,0.023380308,0.036598005,5.57E-04,5.57E-04
28126,Nights spent in another place between 1st March 2020 and 30th November 2020,8,15-Nov,160,160,5,5,0.03125,0.03125,4957,4957,182,182,0.036715755,0.036715755,-0.005465755,-0.005465755,-0.008322625,-0.002608886,-0.008322625,-0.002608886,0.00209011,0.00209011
28126,Nights spent in another place between 1st March 2020 and 30th November 2020,5,5,160,160,7,7,0.04375,0.04375,4957,4957,70,70,0.014121444,0.014121444,0.029628556,0.029628556,0.02305834,0.036198771,0.02305834,0.036198771,0.026038582,0.026038582
28126,Nights spent in another place between 1st March 2020 and 30th November 2020,6,7-Jun,160,160,7,7,0.04375,0.04375,4957,4957,335,335,0.067581198,0.067581198,-0.023831198,-0.023831198,-0.029741243,-0.017921153,-0.029741243,-0.017921153,0.004974997,0.004974997
