Table,test_concept_id,test_name,test_vocab,test_code,pt_count_test,per_total_pt
observation,2614662,Als routine disposable supplies,HCPCS,A0398,27,8.56E-05
observation,2614667,"Ambulance service, advanced life support, non-emergency transport, level 1 (als 1)",HCPCS,A0426,27,8.56E-05
observation,2617244,"Services performed by a qualified speech-language pathologist in the home health or hospice setting, each 15 minutes",HCPCS,G0153,27,8.56E-05
observation,2617331,"Follow-up physician evaluation and management of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) to include at least the following: (1) a patient history, (2) a physical examination that includes:...",HCPCS,G0246,27,8.56E-05
observation,4031252,Prescribed medication regimen behavior finding,SNOMED,129819008,27,8.56E-05
observation,4052029,Light cigarette smoker,SNOMED,160603005,27,8.56E-05
observation,4058281,H/O: attempted suicide,SNOMED,161474000,27,8.56E-05
observation,4058859,H/O: blood transfusion,SNOMED,161664006,27,8.56E-05
observation,4059185,H/O: gout,SNOMED,161451004,27,8.56E-05
observation,4059314,H/O: ear disorder,SNOMED,161494009,27,8.56E-05
observation,4060101,"Antenatal care: primiparous, under 17 years",SNOMED,169603000,27,8.56E-05
observation,4084683,Referral to clinical immunology service,SNOMED,183520008,27,8.56E-05
observation,4173498,Family history of cardiac disorder,SNOMED,275120007,27,8.56E-05
observation,4175646,History of iron deficiency,SNOMED,427762006,27,8.56E-05
observation,4202023,Admission statuses,SNOMED,308277006,27,8.56E-05
observation,4240646,Allergy to erythromycin,SNOMED,91931000,27,8.56E-05
observation,4302227,Allergy to tomato,SNOMED,418779002,27,8.56E-05
observation,4304736,Para-aminophenol derivative adverse reaction,SNOMED,419287006,27,8.56E-05
observation,4312974,"Place of occurrence of accident or poisoning, prison",SNOMED,216429008,27,8.56E-05
observation,4328294,Abnormal gait due to impairment of balance,SNOMED,431524008,27,8.56E-05
observation,4328899,Tree,SNOMED,22097005,27,8.56E-05
observation,4332641,Family history of sleep apnea,SNOMED,430337004,27,8.56E-05
observation,35610791,History of malignant neoplasm of digestive organ,SNOMED,1.10E+16,27,8.56E-05
observation,38001283,"Lower extrem & humer proc except hip,foot,femur w/o CC/MCC",DRG,494,27,8.56E-05
observation,38001402,Kidney & ureter procedures for neoplasm w/o CC/MCC,DRG,658,27,8.56E-05
observation,38001438,Other kidney & urinary tract diagnoses w/o CC/MCC,DRG,700,27,8.56E-05
observation,46273408,History of pancreatitis,SNOMED,8.59E+13,27,8.56E-05
measurement,2212110,Cyclosporine,CPT4,80158,26,8.25E-05
measurement,2212120,Lidocaine,CPT4,80176,26,8.25E-05
measurement,2212240,Calcitonin,CPT4,82308,26,8.25E-05
measurement,2212577,Specific gravity (except urine),CPT4,84315,26,8.25E-05
measurement,2213188,Infectious agent antigen detection by immunoassay with direct optical observation; not otherwise specified,CPT4,87899,26,8.25E-05
measurement,3002661,Tobramycin [Susceptibility],LOINC,18996-9,26,8.25E-05
measurement,3004490,Bicarbonate [Moles/volume] standard in Capillary blood,LOINC,19231-0,26,8.25E-05
measurement,3006070,Bartonella henselae IgG Ab [Titer] in Serum by Immunofluorescence,LOINC,6954-2,26,8.25E-05
measurement,3007061,Streptolysin O Ab [Units/volume] in Serum by Latex agglutination,LOINC,25788-1,26,8.25E-05
measurement,3007198,Listeria monocytogenes rRNA [Presence] in Unspecified specimen by Probe,LOINC,5021-1,26,8.25E-05
measurement,3008284,Rotavirus Ag [Presence] in Stool,LOINC,17547-1,26,8.25E-05
measurement,3009266,Phentermine [Mass/volume] in Urine,LOINC,3958-6,26,8.25E-05
measurement,3009593,Coxiella burnetii phase 2 IgM Ab [Presence] in Serum,LOINC,31315-5,26,8.25E-05
measurement,3012582,Chlamydophila pneumoniae DNA [Presence] in Sputum or Bronchial by Probe with amplification,LOINC,10652-6,26,8.25E-05
measurement,3013080,Insulin Ab [Mass/volume] in Serum,LOINC,2482-8,26,8.25E-05
measurement,3014848,Blood group antibody screen [Titer] in Serum or Plasma,LOINC,15343-7,26,8.25E-05
measurement,3015095,Borrelia burgdorferi Ag [Presence] in Unspecified specimen,LOINC,31738-8,26,8.25E-05
measurement,3015290,Mercury/Creatinine [Mass Ratio] in 24 hour Urine,LOINC,26688-2,26,8.25E-05
measurement,3015848,Opiates cutoff [Mass/volume] in Urine,LOINC,19138-7,26,8.25E-05
measurement,3016506,Alkaline phosphatase.heat stable [Enzymatic activity/volume] in Serum or Plasma by Heat stability,LOINC,32352-7,26,8.25E-05
measurement,3016812,Epstein Barr virus capsid IgM Ab [Titer] in Serum by Immunofluorescence,LOINC,5160-7,26,8.25E-05
measurement,3019091,Magnesium [Mass/volume] in Urine collected for unspecified duration,LOINC,30922-9,26,8.25E-05
measurement,3019145,Choriogonadotropin.beta subunit free [Mass/volume] in Serum or Plasma,LOINC,25373-2,26,8.25E-05
measurement,3020752,Cabbage IgE Ab [Units/volume] in Serum,LOINC,7169-6,26,8.25E-05
measurement,3022374,Fatty acids.very long chain C24:0 (Tetracosanoate)/C22:0 (Docosanoate) [Molar ratio] in Serum or Plasma,LOINC,30196-0,26,8.25E-05
measurement,3023384,Legionella pneumophila Ag [Presence] in Unspecified specimen by Immunofluorescence,LOINC,588-4,26,8.25E-05
measurement,3023989,Coxsackievirus A10 Ab [Titer] in Cerebral spinal fluid by Complement fixation,LOINC,9751-9,26,8.25E-05
measurement,3025242,Penicillin [Susceptibility],LOINC,18964-7,26,8.25E-05
measurement,3026048,Bordetella pertussis IgG Ab [Units/volume] in Serum,LOINC,9363-3,26,8.25E-05
measurement,3026400,Ethanol [Presence] in Serum or Plasma,LOINC,5642-4,26,8.25E-05
measurement,3026900,Benzodiazepines [Mass/volume] in Serum or Plasma,LOINC,11024-7,26,8.25E-05
measurement,3027438,CD23 cells/100 cells in Unspecified specimen,LOINC,19078-5,26,8.25E-05
measurement,3030519,Fosamprenavir+Ritonavir [Susceptibility] by Genotype method,LOINC,51409-1,26,8.25E-05
measurement,3032908,Unidentified cells/100 leukocytes in Synovial fluid,LOINC,34984-5,26,8.25E-05
measurement,3034718,House dust Greer IgG Ab [Units/volume] in Serum,LOINC,7424-5,26,8.25E-05
measurement,3035043,Nordiazepam [Mass/volume] in Serum or Plasma,LOINC,3537-8,26,8.25E-05
measurement,3035447,Coagulation factor XIII coagulum dissolution at 24 hours [Presence] in Platelet poor plasma by Coagulation assay,LOINC,3241-7,26,8.25E-05
measurement,3036275,Valproate.bound/Valproate.total in Serum or Plasma,LOINC,21590-5,26,8.25E-05
measurement,3041982,Clot formation.intrinsic coagulation system activated.heparin insensitive [Time] in Blood by Rotational TEG,LOINC,52772-1,26,8.25E-05
measurement,3043709,Coxiella burnetii phase 1 IgM Ab [Presence] in Serum,LOINC,32645-4,26,8.25E-05
measurement,3045699,Interleukin 2 [Mass/volume] in Serum or Plasma,LOINC,33939-0,26,8.25E-05
measurement,3046959,Tipranavir [Susceptibility] by Genotype method,LOINC,43737-6,26,8.25E-05
measurement,3048807,Neutrophils [Presence] in Stool by Wright stain,LOINC,48050-9,26,8.25E-05
measurement,3049318,Spermatozoa Motile/100 spermatozoa in Semen --post washing,LOINC,38539-3,26,8.25E-05
measurement,3049681,Platelet glycoprotein Ia/IIa Ab [Presence] in Serum by Immunoassay,LOINC,47084-9,26,8.25E-05
measurement,3049863,Coxiella burnetii phase 2 IgG Ab [Presence] in Serum by Immunofluorescence,LOINC,48719-9,26,8.25E-05
measurement,3050446,Coxiella burnetii phase 1 IgG Ab [Presence] in Serum by Immunofluorescence,LOINC,48720-7,26,8.25E-05
measurement,3051190,Parainfluenza virus 1 Ag [Presence] in Nasopharynx by Immunofluorescence,LOINC,38395-0,26,8.25E-05
measurement,40756862,"Tuberculosis test, cell mediated immunity antigen response measurement; enumeration of gamma interferon-producing T-cells in cell suspension",CPT4,86481,26,8.25E-05
measurement,40758478,Ethyl glucuronide [Presence] in Urine,LOINC,55349-5,26,8.25E-05
measurement,42742359,"HLA Class I typing, low resolution (eg, antigen equivalents); one locus (eg, HLA-A, -B, or -C), each",CPT4,81373,26,8.25E-05
measurement,42870505,Ureaplasma sp DNA [Presence] in Unspecified specimen by NAA with probe detection,LOINC,68547-9,26,8.25E-05
measurement,43533779,Adenovirus B+E DNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,73755-1,26,8.25E-05
observation,439657,Not up to date with immunizations,SNOMED,171259000,26,8.25E-05
observation,443256,Psychological abuse of adult,SNOMED,276849007,26,8.25E-05
observation,2106189,"Left ventricular ejection fraction (LVEF) greater than or equal to 40% or documentation as normal or mildly depressed left ventricular systolic function (CAD, HF)",CPT4,3022F,26,8.25E-05
observation,2614675,Specialty care transport (sct),HCPCS,A0434,26,8.25E-05
observation,4060067,H/O: osteoarthritis,SNOMED,161568003,26,8.25E-05
observation,4069776,Physical hazard,SNOMED,21703008,26,8.25E-05
observation,4077223,H/O: vertigo,SNOMED,275543009,26,8.25E-05
observation,4100028,Tetracycline adverse reaction,SNOMED,293056002,26,8.25E-05
observation,4180896,History of operative procedure on lumbar spinal structure,SNOMED,428582006,26,8.25E-05
observation,4190633,History of malignant neoplasm of gastrointestinal tract,SNOMED,415080007,26,8.25E-05
observation,4239303,Bumped into other person,SNOMED,58538004,26,8.25E-05
observation,4251913,Very low level of personal hygiene,SNOMED,410428008,26,8.25E-05
observation,38000930,Degenerative nervous system disorders w/o MCC,DRG,57,26,8.25E-05
observation,38001005,Otitis media & URI w/o MCC,DRG,153,26,8.25E-05
observation,38001196,Inflammatory bowel disease w CC,DRG,386,26,8.25E-05
observation,38001220,Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC,DRG,419,26,8.25E-05
observation,38001455,Benign prostatic hypertrophy w/o MCC,DRG,726,26,8.25E-05
observation,38001556,Postoperative & post-traumatic infections w/o MCC,DRG,863,26,8.25E-05
observation,38001592,Poisoning & toxic effects of drugs w MCC,DRG,917,26,8.25E-05
observation,38001630,Extensive O.R. procedure unrelated to principal diagnosis w CC,DRG,982,26,8.25E-05
observation,42742431,"Quantitative non-HER2 immunohistochemistry (IHC) evaluation of breast cancer (eg, testing for estrogen or progesterone receptors [ER/PR]) performed (PATH)",CPT4,3395F,26,8.25E-05
observation,44782286,TECHNETIUM TC99MLABELEDRBCS,HCPCS,Q3010,26,8.25E-05
observation,46270146,History of thoracic surgery,SNOMED,1.51E+13,26,8.25E-05
observation,46270150,History of myeloid leukemia,SNOMED,1.53E+14,26,8.25E-05
measurement,2212287,"Column chromatography, includes mass spectrometry, if performed (eg, HPLC, LC, LC/MS, LC/MS-MS, GC, GC/MS-MS, GC/MS, HPLC/MS), non-drug analyte(s) not elsewhere specified, qualitative or quantitative, each specimen",CPT4,82542,25,7.93E-05
measurement,2212378,"Growth hormone, human (HGH) (somatotropin)",CPT4,83003,25,7.93E-05
measurement,2212503,Osteocalcin (bone g1a protein),CPT4,83937,25,7.93E-05
measurement,2212663,Chromogenic substrate assay,CPT4,85130,25,7.93E-05
measurement,2212730,Phospholipid neutralization; platelet,CPT4,85597,25,7.93E-05
measurement,2213123,"Infectious agent detection by nucleic acid (DNA or RNA); Gardnerella vaginalis, amplified probe technique",CPT4,87511,25,7.93E-05
measurement,3001534,Cinnamon IgE Ab [Units/volume] in Serum,LOINC,6837-9,25,7.93E-05
measurement,3003142,Lymphocytic choriomeningitis virus IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,LOINC,9766-7,25,7.93E-05
measurement,3004245,Escherichia coli K1 Ag [Presence] in Cerebral spinal fluid,LOINC,31824-6,25,7.93E-05
measurement,3005662,Lactate dehydrogenase 1/Lactate dehydrogenase 2 [Enzymatic activity ratio] in Serum or Plasma,LOINC,14119-2,25,7.93E-05
measurement,3007221,Parvovirus B19 Ab [Units/volume] in Serum,LOINC,7982-2,25,7.93E-05
measurement,3007502,Uroporphyrin [Mass/time] in 24 hour Urine,LOINC,3113-8,25,7.93E-05
measurement,3008123,Cannabinoids confirm method [Identifier] in Urine,LOINC,19294-8,25,7.93E-05
measurement,3009072,Theophylline [Mass/volume] in Blood,LOINC,4047-7,25,7.93E-05
measurement,3009515,Fibrin+Fibrinogen fragments [Units/volume] in Platelet poor plasma by Latex agglutination,LOINC,3251-6,25,7.93E-05
measurement,3010293,Spermatozoa Abnormal Tail/100 spermatozoa in Semen,LOINC,10604-7,25,7.93E-05
measurement,3010878,Protoporphyrin [Mass/volume] in Serum or Plasma,LOINC,17501-8,25,7.93E-05
measurement,3011306,Selenium [Mass/volume] in Blood,LOINC,5722-4,25,7.93E-05
measurement,3012923,Secobarbital [Mass/volume] in Urine by Confirmatory method,LOINC,16238-8,25,7.93E-05
measurement,3013166,Neutrophils/100 leukocytes in Synovial fluid,LOINC,17836-8,25,7.93E-05
measurement,3013265,Doxepin [Mass/volume] in Serum or Plasma,LOINC,3579-0,25,7.93E-05
measurement,3013693,Coproporphyrin [Mass/time] in 24 hour Urine,LOINC,2137-8,25,7.93E-05
measurement,3015115,Human papilloma virus identified in Cervix,LOINC,11083-3,25,7.93E-05
measurement,3016227,Heptacarboxylporphyrin [Mass/volume] in Serum or Plasma,LOINC,9447-4,25,7.93E-05
measurement,3018642,Streptococcus agalactiae Ag [Presence] in Cerebral spinal fluid,LOINC,20488-3,25,7.93E-05
measurement,3019445,Imipenem [Susceptibility],LOINC,18932-4,25,7.93E-05
measurement,3021023,La Crosse virus IgM Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,LOINC,9540-6,25,7.93E-05
measurement,3023232,Voltage-gated calcium channel Ab [Moles/volume] in Serum,LOINC,31024-3,25,7.93E-05
measurement,3023574,Cholesterol in HDL 3 [Mass/volume] in Serum or Plasma,LOINC,9833-5,25,7.93E-05
measurement,3025497,Calcium sulfate crystals [Presence] in Urine sediment by Light microscopy,LOINC,5776-0,25,7.93E-05
measurement,3025728,PENTobarbital [Mass/volume] in Urine by Confirmatory method,LOINC,16240-4,25,7.93E-05
measurement,3025803,Herpes virus 6 IgM Ab [Titer] in Serum by Immunofluorescence,LOINC,25417-7,25,7.93E-05
measurement,3026349,Spermatozoa Abnormal Head/100 spermatozoa in Semen,LOINC,10602-1,25,7.93E-05
measurement,3026422,Neisseria meningitidis Ag [Presence] in Cerebral spinal fluid,LOINC,6508-6,25,7.93E-05
measurement,3027178,Spermatozoa Abnormal Midpiece/100 spermatozoa in Semen,LOINC,10603-9,25,7.93E-05
measurement,3027410,Respiratory syncytial virus Ab [Units/volume] in Serum,LOINC,7990-5,25,7.93E-05
measurement,3028502,Macrophages/100 leukocytes in Cerebral spinal fluid,LOINC,30426-1,25,7.93E-05
measurement,3028684,IgA subclass 1 [Mass/volume] in Serum,LOINC,6886-6,25,7.93E-05
measurement,3029173,BK virus DNA [Presence] in Urine by NAA with probe detection,LOINC,33978-8,25,7.93E-05
measurement,3030626,Immunofixation for Body fluid,LOINC,32821-1,25,7.93E-05
measurement,3032188,Neuronal nuclear Ab [Presence] in Serum by Immunofluorescence,LOINC,49738-8,25,7.93E-05
measurement,3032612,Calcium oxalate index in 24 hour Urine,LOINC,34736-9,25,7.93E-05
measurement,3032729,Buprenorphine [Mass/volume] in Urine by Confirmatory method,LOINC,49752-9,25,7.93E-05
measurement,3032739,Alpha hydroxytriazolam [Mass/volume] in Urine by Confirmatory method,LOINC,49876-6,25,7.93E-05
measurement,3033214,Hepatitis B virus e IgG Ab [Presence] in Serum by Immunoassay,LOINC,33463-1,25,7.93E-05
measurement,3033987,Borrelia burgdorferi C6 Ab [Units/volume] in Serum by Immunoassay,LOINC,38173-1,25,7.93E-05
measurement,3034770,Mitochondria Ab [Titer] in Serum,LOINC,20483-4,25,7.93E-05
measurement,3035553,Lymphocytic choriomeningitis virus IgM Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,LOINC,9768-3,25,7.93E-05
measurement,3037523,Haemophilus influenzae Ag [Presence] in Cerebral spinal fluid,LOINC,32139-8,25,7.93E-05
measurement,3037546,Saint Louis encephalitis virus IgM Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,LOINC,21510-3,25,7.93E-05
measurement,3041024,Glucose [Mass/volume] in Serum or Plasma --30 minutes post XXX challenge,LOINC,40263-6,25,7.93E-05
measurement,3042761,Neisseria gonorrhoeae DNA [Presence] in Unspecified specimen by Probe with signal amplification,LOINC,43403-5,25,7.93E-05
measurement,3048861,Cortisol [Moles/volume] in Serum or Plasma --pre dose corticotropin,LOINC,47608-5,25,7.93E-05
measurement,3050763,Platelet glycoprotein Ib/Ix Ab [Presence] in Serum by Immunoassay,LOINC,48506-0,25,7.93E-05
measurement,3052587,Platelet glycoprotein IIb/IIIa Ab [Presence] in Serum by Immunoassay,LOINC,48505-2,25,7.93E-05
measurement,3052599,HLA Ab [Presence] in Serum by Immunoassay,LOINC,48501-1,25,7.93E-05
measurement,4203316,Nicotine measurement,SNOMED,5338000,25,7.93E-05
measurement,40759262,MPL gene p.Ser505Asn [Presence] in Blood or Tissue by Molecular genetics method,LOINC,56141-5,25,7.93E-05
measurement,40760878,Campylobacter jejuni+Campylobacter coli Ag [Presence] in Stool,LOINC,57768-4,25,7.93E-05
measurement,40760945,Basophils/100 leukocytes in Synovial fluid by Manual count,LOINC,57836-9,25,7.93E-05
measurement,40761113,MPL gene p.Trp515 [Presence] in Blood or Tissue by Molecular genetics method,LOINC,58009-2,25,7.93E-05
measurement,40761801,ePHEDrine+Pseudoephedrine [Mass/volume] in Urine by Confirmatory method,LOINC,58707-1,25,7.93E-05
measurement,40762742,Gabapentin [Mass/volume] in Urine,LOINC,59680-9,25,7.93E-05
measurement,40771500,Respiratory syncytial virus Ag [Presence] in Nasopharynx by Immunoassay,LOINC,68966-1,25,7.93E-05
measurement,40771570,Coagulation specialist review of results,LOINC,69049-5,25,7.93E-05
measurement,42868629,Barbiturates [Presence] in Urine by Screen method >200 ng/mL,LOINC,70155-7,25,7.93E-05
measurement,44789503,BK polyomavirus nucleic acid detection,SNOMED,2.04E+14,25,7.93E-05
measurement,46235339,Cell-free DNA.fetal/Cell-free DNA.total in Plasma cell-free DNA by Dosage of chromosome-specific cfDNA Narrative,LOINC,75606-4,25,7.93E-05
measurement,46235690,Lupus anticoagulant three screening tests W Reflex [interpretation],LOINC,75882-1,25,7.93E-05
observation,433664,Accident due to hot weather,SNOMED,217593006,25,7.93E-05
observation,435145,Accident caused by powered lawn mower,SNOMED,218017003,25,7.93E-05
observation,438052,Accident due to excessive cold,SNOMED,217602000,25,7.93E-05
observation,440016,Adverse reaction to eye drug,SNOMED,302985004,25,7.93E-05
observation,2106869,Intraocular pressure (IOP) reduced by a value of greater than or equal to 15% from the pre-intervention level (EC),CPT4,3284F,25,7.93E-05
observation,2108833,Patient screened for high-risk sexual behavior (HIV),CPT4,4293F,25,7.93E-05
observation,2617876,Most recent blood pressure has a systolic measurement of >= 140 mmhg and/or a diastolic measurement of >= 90 mmhg,HCPCS,G8477,25,7.93E-05
observation,4008230,Dipeptidyl carboxypeptidase I,SNOMED,112049007,25,7.93E-05
observation,4019195,Methicillin resistant Staphylococcus aureus,SNOMED,115329001,25,7.93E-05
observation,4050811,FH: Migraine,SNOMED,160342001,25,7.93E-05
observation,4059809,H/O: varicose veins,SNOMED,161509009,25,7.93E-05
observation,4077220,H/O: bronchitis,SNOMED,275528007,25,7.93E-05
observation,4078112,H/O: GIT by-pass,SNOMED,275566005,25,7.93E-05
observation,4078242,Human immunodeficiency virus,SNOMED,19030005,25,7.93E-05
observation,4143067,Nasal obstruction present,SNOMED,267100006,25,7.93E-05
observation,4154726,Geographical terrestrial feature,SNOMED,284176003,25,7.93E-05
observation,4177547,History of decompression of median nerve,SNOMED,428848009,25,7.93E-05
observation,37392800,CD4/CD8 ratio,SNOMED,1.01E+15,25,7.93E-05
observation,38001200,G.I. obstruction w/o CC/MCC,DRG,390,25,7.93E-05
observation,38001330,Signs & symptoms of musculoskeletal system & conn tissue w/o MCC,DRG,556,25,7.93E-05
observation,38001334,"Aftercare, musculoskeletal system & connective tissue w CC",DRG,560,25,7.93E-05
observation,38001387,Diabetes w MCC,DRG,637,25,7.93E-05
observation,46270600,History of herpes zoster,SNOMED,6.81E+14,25,7.93E-05
observation,46274019,History of nephrotic syndrome,SNOMED,9.02E+13,25,7.93E-05
measurement,1002090,NMDAR subunit 1 Ab [Presence] in Serum by Cell binding assay immunofluorescent assay,LOINC,93870-4,24,7.61E-05
measurement,1002248,AMPAR2 Ab [Presence] in Serum by Cell binding assay immunofluorescent assay,LOINC,93868-8,24,7.61E-05
measurement,1002398,AMPAR1 Ab [Presence] in Serum by Cell binding assay immunofluorescent assay,LOINC,93869-6,24,7.61E-05
measurement,2212124,Phenytoin; total,CPT4,80185,24,7.61E-05
measurement,2212752,Antibody identification; platelet associated immunoglobulin assay,CPT4,86023,24,7.61E-05
measurement,2212881,Antibody; histoplasma,CPT4,86698,24,7.61E-05
measurement,2212944,"Autologous blood or component, collection processing and storage; intra- or postoperative salvage",CPT4,86891,24,7.61E-05
measurement,2213108,"Infectious agent detection by nucleic acid (DNA or RNA); Candida species, direct probe technique",CPT4,87480,24,7.61E-05
measurement,3000036,Erythrocytes [Presence] in Semen by Light microscopy,LOINC,13627-5,24,7.61E-05
measurement,3001110,Alkaline phosphatase [Enzymatic activity/volume] in Blood,LOINC,1783-0,24,7.61E-05
measurement,3004512,Rubella virus IgM Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,24116-6,24,7.61E-05
measurement,3004706,Phosphoserine [Moles/volume] in Serum or Plasma,LOINC,20654-0,24,7.61E-05
measurement,3006072,Cefepime [Susceptibility],LOINC,18879-7,24,7.61E-05
measurement,3007483,Insulin-like growth factor binding protein 1 [Mass/volume] in Serum or Plasma,LOINC,12722-5,24,7.61E-05
measurement,3007566,Smooth muscle Ab [Titer] in Serum,LOINC,8095-2,24,7.61E-05
measurement,3010077,Cystine/Creatinine [Ratio] in Urine,LOINC,30065-7,24,7.61E-05
measurement,3010939,CD56 cells/100 cells in Unspecified specimen,LOINC,21166-4,24,7.61E-05
measurement,3012746,Mucor racemosus IgE Ab RAST class [Presence] in Serum,LOINC,15862-6,24,7.61E-05
measurement,3012790,Mumps virus IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,LOINC,21401-5,24,7.61E-05
measurement,3013244,Adenovirus Ab [Titer] in Serum by Complement fixation,LOINC,5041-9,24,7.61E-05
measurement,3016735,Thyrotropin Ab [Units/volume] in Serum,LOINC,5384-3,24,7.61E-05
measurement,3017761,Creatine kinase isoenzymes [Interpretation] in Serum or Plasma,LOINC,5912-1,24,7.61E-05
measurement,3018030,Neutrophil cytoplasmic Ab.perinuclear [Units/volume] in Serum,LOINC,8085-3,24,7.61E-05
measurement,3019247,Parainfluenza virus 1 Ag [Presence] in Unspecified specimen by Immunofluorescence,LOINC,5869-3,24,7.61E-05
measurement,3020426,Respiratory syncytial virus Ag [Presence] in Unspecified specimen by Immunoassay,LOINC,5876-8,24,7.61E-05
measurement,3021546,Rabbit epithelium IgE Ab [Units/volume] in Serum,LOINC,6223-2,24,7.61E-05
measurement,3021847,Catecholamines [Mass/time] in 24 hour Urine,LOINC,2058-6,24,7.61E-05
measurement,3025317,Coagulation factor VII activated [Units/volume] in Platelet poor plasma by Coagulation assay,LOINC,3197-1,24,7.61E-05
measurement,3025892,Trichomonas vaginalis Ag [Presence] in Genital specimen,LOINC,31978-0,24,7.61E-05
measurement,3026121,Parainfluenza virus 2 Ag [Presence] in Unspecified specimen by Immunofluorescence,LOINC,5871-9,24,7.61E-05
measurement,3026648,Eastern equine encephalitis virus IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,LOINC,10897-7,24,7.61E-05
measurement,3026704,Methionine/Creatinine [Ratio] in Urine,LOINC,30063-2,24,7.61E-05
measurement,3027321,Mumps virus IgM Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,LOINC,21402-3,24,7.61E-05
measurement,3029023,Hepatitis E virus IgG Ab [Presence] in Serum by Immunoassay,LOINC,49693-5,24,7.61E-05
measurement,3029903,Ganglioside GD1a IgG Ab/IgM Ab [Ratio] in Serum by Immunoassay,LOINC,50767-3,24,7.61E-05
measurement,3030035,Cryptococcus sp Ag [Titer] in Cerebral spinal fluid,LOINC,32674-4,24,7.61E-05
measurement,3030359,WBC casts [#/area] in Urine by Computer assisted method,LOINC,33228-8,24,7.61E-05
measurement,3030945,Neutrophils/100 leukocytes in Bronchial specimen by Manual count,LOINC,32804-7,24,7.61E-05
measurement,3031066,Herpes simplex virus 2 IgM Ab [Presence] in Cerebral spinal fluid by Immunofluorescence,LOINC,42606-4,24,7.61E-05
measurement,3033477,Epstein Barr virus early Ab [Presence] in Serum,LOINC,7882-4,24,7.61E-05
measurement,3034113,aPTT.factor substitution in Platelet poor plasma by Coagulation assay --1H post incubation with normal plasma,LOINC,30323-0,24,7.61E-05
measurement,3034356,Lactoferrin [Mass/volume] in Stool,LOINC,42924-1,24,7.61E-05
measurement,3035125,Glucose [Mass/volume] in Serum or Plasma --1st specimen post XXX challenge,LOINC,12615-1,24,7.61E-05
measurement,3035936,traMADol [Mass/volume] in Urine by Confirmatory method,LOINC,20561-7,24,7.61E-05
measurement,3036030,Mite dust IgE Ab [Units/volume] in Serum,LOINC,7495-5,24,7.61E-05
measurement,3036653,Macrophages/100 leukocytes in Bronchial specimen by Manual count,LOINC,14823-9,24,7.61E-05
measurement,3036736,Chlamydia trachomatis+Neisseria gonorrhoeae DNA [Presence] in Unspecified specimen by NAA with probe detection,LOINC,36902-5,24,7.61E-05
measurement,3036835,Lymphocytes/100 leukocytes in Bronchial specimen by Manual count,LOINC,14819-7,24,7.61E-05
measurement,3037297,Penicillin G IgE Ab [Units/volume] in Serum,LOINC,6851-0,24,7.61E-05
measurement,3037919,Myocardium Ab [Presence] in Serum by Immunofluorescence,LOINC,42181-8,24,7.61E-05
measurement,3038926,CD59 deficient Granulocytes/100 cells in Blood,LOINC,53831-4,24,7.61E-05
measurement,3039830,Cryptococcus sp Ag [Titer] in Serum,LOINC,40768-4,24,7.61E-05
measurement,3041194,3-Hydroxyisovalerylcarnitine (C5-OH) [Moles/volume] in Serum or Plasma,LOINC,39001-3,24,7.61E-05
measurement,3044291,Thermoactinomyces vulgaris IgG Ab [Mass/volume] in Serum,LOINC,34190-9,24,7.61E-05
measurement,3045349,Histoplasma capsulatum Ag [Presence] in Serum by Immunoassay,LOINC,44525-4,24,7.61E-05
measurement,3048150,Creatine kinase.MB [Presence] in Serum or Plasma,LOINC,38482-6,24,7.61E-05
measurement,4046255,Neisseria gonorrhoeae rRNA assay,SNOMED,122413000,24,7.61E-05
measurement,4141139,Phenytoin measurement,SNOMED,33748008,24,7.61E-05
measurement,4151548,"Glucose measurement, body fluid",SNOMED,269926009,24,7.61E-05
measurement,4319466,"Complete blood count with white cell differential, automated",SNOMED,9564003,24,7.61E-05
measurement,40757359,Lymphoma - CLL screen panel - Unspecified specimen by Flow cytometry (FC),LOINC,54228-2,24,7.61E-05
measurement,40759273,Beta 2 glycoprotein 1 Ab IgA and IgG and IgM panel - Serum,LOINC,56152-2,24,7.61E-05
measurement,40761480,fentaNYL+Norfentanyl [Presence] in Urine by Screen method,LOINC,58379-9,24,7.61E-05
measurement,42528619,Borrelia mayonii oppA1 gene [Presence] in Unspecified specimen by NAA with non-probe detection,LOINC,82474-8,24,7.61E-05
measurement,43533679,Hepatitis C virus NS3 gene mutations detected [Identifier] by Genotype method,LOINC,73654-6,24,7.61E-05
measurement,43533778,Adenovirus C DNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,73754-4,24,7.61E-05
measurement,43533980,Cholesterol esterase [Enzymatic activity/volume] in DBS,LOINC,73958-1,24,7.61E-05
observation,436883,Adverse reaction to hydantoin derivative,SNOMED,218638005,24,7.61E-05
