observation_concept_id,value_as_concept_id.x,value_as_concept_id.y,Response_count,concept_name.x,concept_name.y,concept_name
1333291,903096,1333339,44,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",PMI: Skip,Was not able to work due to COVID-19 related illness
1333303,45881667,45879397,44,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",A little bit,Extremely
713888,903096,1310107,43,When did your COVID-19 symptoms begin?,PMI: Skip,January or February 2020
1332769,45878142,1332759,43,Who do you know who has died? Check all that apply.,Other,Parent
1333104,1332761,1333170,43,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Delaying medical care for conditions other than COVID-19,"None of the above (if selected, no other response options are available"
1333104,1332785,1332789,43,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Smoking more cigarettes or vaping more,Making time to relax
1333303,903096,45884554,43,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",PMI: Skip,Moderately
1310133,36311267,36308333,42,"If you know it, what is your blood group?",Group AB,Group A
1332755,1333307,45876837,42,How often did you use prescription stimulants?,1-5 times per week,Daily
1332769,45878142,1332760,42,Who do you know who has died? Check all that apply.,Other,Grandparent
1332826,1332799,1332798,42,Do you think you have used more or less prescription sedatives or prescription sleeping pills in the past month than you used to?,More often than usual,Less often than usual
1333019,1332791,1332799,42,Do you think you have used more or less prescription opioids in the past month than you used to?,The same as usual,More often than usual
1333104,1333122,1333340,42,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Using cannabis or marijuana,"Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs"
1333104,1333149,1333170,42,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating less food than usual,"None of the above (if selected, no other response options are available"
1333291,1332771,1332772,42,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked reduced hours,Not paid at all
1333291,1333123,1333029,42,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked with children at home with me,I became unemployed
1333292,903096,45881667,42,"In the past 7 days, I felt watchful or on-guard.",PMI: Skip,A little bit
1333298,45883856,1332782,42,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",Almost every day,At least once a week
1333303,903096,45883172,42,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",PMI: Skip,Not at all
1310142,45878245,702690,41,Do you plan to get the flu vaccine this season?,No,"No, I received it more than a month ago"
1332739,1332784,903096,41,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Describes me very well,PMI: Skip
1332739,1333028,1333125,41,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Describes me,Does not describe me at all
1332762,1333306,1333148,41,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",Most days (3-4 days),None of the days (0 days)
1332806,45878245,45877994,41,Did you use prescription stimulants in any way a doctor did not direct you to use it?,No,Yes
1333017,1333155,1333152,41,"In the past month, have you used any of the following drugs? Select all that apply.","Prescription stimulants (for example, Ritalin, Concerta, Dexedrine, Adderall, Focalin, Didrex, etc)","Cannabis (also called marijuana, pot, weed, grass, hash, concentrates, etc) Please exclude your use of CBD or hemp products"
1333017,1333159,45878142,41,"In the past month, have you used any of the following drugs? Select all that apply.","Prescription sedatives or prescription sleeping pills (for example, Valium, Ambien, Serepax, Ativan, Xanax, Libriu, etc)",Other
1333104,1333122,1333030,41,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Using cannabis or marijuana,Drinking alcohol
1333104,1333122,1333143,41,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Using cannabis or marijuana,Eating high fat or sugary foods
1333104,1333149,1333030,41,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating less food than usual,Drinking alcohol
1333104,1333170,1333030,41,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","None of the above (if selected, no other response options are available",Drinking alcohol
1333292,45884456,903096,41,"In the past 7 days, I felt watchful or on-guard.",Quite a bit,PMI: Skip
1310134,1333306,1333148,40,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people.",Most days (3-4 days),None of the days (0 days)
1332750,1177221,45882006,40,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,I prefer not to answer,A moderate amount
1332866,903096,45883172,40,"In the past 7 days, other things kept making me think about COVID-19.",PMI: Skip,Not at all
1333102,903096,45883539,40,"In the past month, have recommendations for socially distancing caused stress for you?",PMI: Skip,A lot
1333221,45876662,45884455,40,Choose the answer that is true for you in the past month. I am an outgoing person.,Never,Often
1333298,45883856,1332783,40,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",Almost every day,A few times a month
1310060,45879198,45876662,39,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 but LESS than 50 people. How often did you wear a face mask or face covering?",Some of the time,Never
1332750,45885256,1177221,39,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,Very much,I prefer not to answer
1332807,1332791,1332798,39,Do you think you have used more or less prescription stimulants in the past month than you used to?,The same as usual,Less often than usual
1333024,903096,1332784,39,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,PMI: Skip,Describes me very well
1333104,1333009,1333340,39,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Over exercise,"Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs"
1333104,1333170,1333143,39,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","None of the above (if selected, no other response options are available",Eating high fat or sugary foods
1333119,903096,1333239,39,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.",PMI: Skip,Somewhat less than normal
1333289,903096,45878245,39,"Think about the time you spent walking in the last 7 days. During the last 7 days, did you walk for at least 10 minutes at a time?",PMI: Skip,No
1333289,45878245,903096,39,"Think about the time you spent walking in the last 7 days. During the last 7 days, did you walk for at least 10 minutes at a time?",No,PMI: Skip
1333291,1333242,1333222,39,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked remotely or from home more than you used to before COVID-19,Incurred increased costs for childcare expenses
1332741,1332784,903096,38,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Describes me very well,PMI: Skip
1332749,1333116,1332837,38,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Moderately happy,Extremely unhappy
1332833,45883375,1177221,38,What is your current marital status?,Divorced,I prefer not to answer
1332833,45883710,45876756,38,What is your current marital status?,Living with partner,Married
1333017,1333152,903096,38,"In the past month, have you used any of the following drugs? Select all that apply.","Cannabis (also called marijuana, pot, weed, grass, hash, concentrates, etc) Please exclude your use of CBD or hemp products",PMI: Skip
1333104,1333122,1333130,38,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Using cannabis or marijuana,"Connecting with others, including talking with people you trust about your concerns and how you are feeling"
1333104,1333226,1333149,38,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Taking care of your body, such as taking deep breaths, stretching, or meditating",Eating less food than usual
1333104,1333340,1333237,38,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs","Using prescription drugs (like valium, etc)"
1333291,1333136,1332771,38,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Had difficulty arranging for childcare,Worked reduced hours
1333294,1333223,903096,38,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",Not enough money to pay rent,PMI: Skip
1333298,45876662,45883856,38,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",Never,Almost every day
1310139,1310072,45879534,37,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",A little less,About the same
1332769,45878142,1332765,37,Who do you know who has died? Check all that apply.,Other,Sibling (brother or sister)
1332848,1333125,1333028,37,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Does not describe me at all,Describes me
1333017,903096,1333152,37,"In the past month, have you used any of the following drugs? Select all that apply.",PMI: Skip,"Cannabis (also called marijuana, pot, weed, grass, hash, concentrates, etc) Please exclude your use of CBD or hemp products"
1333024,1332784,903096,37,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Describes me very well,PMI: Skip
1333104,1332761,1333130,37,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Delaying medical care for conditions other than COVID-19,"Connecting with others, including talking with people you trust about your concerns and how you are feeling"
1333104,1333143,1332785,37,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating high fat or sugary foods,Smoking more cigarettes or vaping more
1333104,1333143,1333237,37,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating high fat or sugary foods,"Using prescription drugs (like valium, etc)"
1333119,1333008,903096,37,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.",About the same as normal,PMI: Skip
1333292,903096,45884554,37,"In the past 7 days, I felt watchful or on-guard.",PMI: Skip,Moderately
713888,1310109,1310110,36,When did your COVID-19 symptoms begin?,March or April 2020,May or June 2020
1310133,36308333,36311267,36,"If you know it, what is your blood group?",Group A,Group AB
1310138,45879534,1310072,36,"Compared with when they were in person at school or a childcare center, how much time are you spending on care and supervision of your children?",About the same,A little less
1310142,903096,702690,36,Do you plan to get the flu vaccine this season?,PMI: Skip,"No, I received it more than a month ago"
1332750,45876636,45883172,36,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,Don't know,Not at all
1332750,45883172,45876636,36,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,Not at all,Don't know
1332752,1332727,1333307,36,How often did you use prescription sedatives or prescription sleeping pills?,Only a few times,1-5 times per week
1332849,9448,9580,36,How long has it been since you last smoked?,year,month
1333011,45880857,45881677,36,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?","No, never",Every day
1333024,1332784,1332777,36,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Describes me very well,Does not describe me
1333104,1332761,1333199,36,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Delaying medical care for conditions other than COVID-19,Contacting a healthcare provider
1333104,1332785,1333142,36,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Smoking more cigarettes or vaping more,"Increasing watching, reading, or listening to news stories, including social media"
1333104,1333122,1333144,36,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Using cannabis or marijuana,Eating more food than usual
1333104,1333133,1333237,36,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Taking breaks from watching, reading, or listening to news stories, including social media","Using prescription drugs (like valium, etc)"
1310060,45879199,45879198,35,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 but LESS than 50 people. How often did you wear a face mask or face covering?",Most of the time,Some of the time
1332734,1332864,903096,35,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",A few days (1-2 days),PMI: Skip
1333104,1333144,1332785,35,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating more food than usual,Smoking more cigarettes or vaping more
1333104,1333340,1332785,35,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs",Smoking more cigarettes or vaping more
1333291,1333029,1333123,35,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",I became unemployed,Worked with children at home with me
1333291,1333138,1333136,35,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked more hours than usual,Had difficulty arranging for childcare
1333292,903096,45884456,35,"In the past 7 days, I felt watchful or on-guard.",PMI: Skip,Quite a bit
1333295,903096,45884554,35,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",PMI: Skip,Moderately
1333303,45884554,903096,35,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",Moderately,PMI: Skip
1310139,45879534,1310072,34,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",About the same,A little less
1332833,1177221,45881671,34,What is your current marital status?,I prefer not to answer,Never married
1332835,903096,45876909,34,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",PMI: Skip,Disagree a little
1333011,45881677,45880857,34,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Every day,"No, never"
1333104,1333122,1333142,34,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Using cannabis or marijuana,"Increasing watching, reading, or listening to news stories, including social media"
1333104,1333340,1333009,34,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs",Over exercise
1333291,1333123,1333134,34,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked with children at home with me,Had serious financial problems
1310133,1177221,1310090,33,"If you know it, what is your blood group?",I prefer not to answer,I don't know my blood group for certain
1332741,1333125,1332784,33,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Does not describe me at all,Describes me very well
1332750,1177221,45885256,33,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,I prefer not to answer,Very much
1332750,45882006,1177221,33,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,A moderate amount,I prefer not to answer
1332767,1333137,903096,33,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?","Not currently, but in the past",PMI: Skip
1332833,1177221,45883375,33,What is your current marital status?,I prefer not to answer,Divorced
1332849,8511,9580,33,How long has it been since you last smoked?,week,month
1333104,1332761,1333030,33,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Delaying medical care for conditions other than COVID-19,Drinking alcohol
1333104,1332789,1333237,33,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Making time to relax,"Using prescription drugs (like valium, etc)"
1333104,1333149,1333144,33,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating less food than usual,Eating more food than usual
1333291,1332772,1333138,33,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Not paid at all,Worked more hours than usual
1333291,1332772,1333339,33,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Not paid at all,Was not able to work due to COVID-19 related illness
1333291,1333339,1332772,33,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Was not able to work due to COVID-19 related illness,Not paid at all
1333291,1333339,1333134,33,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Was not able to work due to COVID-19 related illness,Had serious financial problems
1333295,45884554,903096,33,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",Moderately,PMI: Skip
1333298,1332782,45883856,33,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",At least once a week,Almost every day
1310062,45879199,45883772,32,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people. How often did you wear a face mask or face covering?",Most of the time,All of the time
1332795,45876837,1333307,32,How often did you use prescription opioids?,Daily,1-5 times per week
1332833,903096,45881671,32,What is your current marital status?,PMI: Skip,Never married
1333017,45878142,1333159,32,"In the past month, have you used any of the following drugs? Select all that apply.",Other,"Prescription sedatives or prescription sleeping pills (for example, Valium, Ambien, Serepax, Ativan, Xanax, Libriu, etc)"
1333104,1332789,1332785,32,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Making time to relax,Smoking more cigarettes or vaping more
1333104,1333170,1333199,32,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","None of the above (if selected, no other response options are available",Contacting a healthcare provider
1333104,1333237,1333133,32,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Using prescription drugs (like valium, etc)","Taking breaks from watching, reading, or listening to news stories, including social media"
713888,1310118,1310107,31,When did your COVID-19 symptoms begin?,September or October 2020,January or February 2020
1310052,45876662,45879198,31,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home. How often did you wear a face mask or face covering?",Never,Some of the time
1310133,1310090,1177221,31,"If you know it, what is your blood group?",I don't know my blood group for certain,I prefer not to answer
1310142,702690,903096,31,Do you plan to get the flu vaccine this season?,"No, I received it more than a month ago",PMI: Skip
1332734,1332864,45881677,31,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",A few days (1-2 days),Every day
1332739,903096,1332784,31,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",PMI: Skip,Describes me very well
1332741,1332784,1333125,31,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Describes me very well,Does not describe me at all
1332749,1333078,37079442,31,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Very unhappy,Very happy
1332767,903096,1333137,31,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",PMI: Skip,"Not currently, but in the past"
1332769,1332766,1332760,31,Who do you know who has died? Check all that apply.,Friend,Grandparent
1332833,45881671,1177221,31,What is your current marital status?,Never married,I prefer not to answer
1333011,903096,1333137,31,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",PMI: Skip,"Not currently, but in the past"
1333017,1333169,903096,31,"In the past month, have you used any of the following drugs? Select all that apply.","Prescription opioids (for example, fentanyl, oxycodone [OxyContin, Percocet], hydrocodone [Vicodin], methadone, buprenorphine, etc)",PMI: Skip
1333291,1333138,1332772,31,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked more hours than usual,Not paid at all
1333294,903096,1333227,31,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",PMI: Skip,Did not have a regular place to sleep or stay
713888,1310110,1310109,30,When did your COVID-19 symptoms begin?,May or June 2020,March or April 2020
1310053,903096,45883772,30,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties). How often did you wear a face mask or face covering?",PMI: Skip,All of the time
1332739,1332784,1332777,30,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Describes me very well,Does not describe me
1332755,45876837,1333307,30,How often did you use prescription stimulants?,Daily,1-5 times per week
1332795,45882429,1332727,30,How often did you use prescription opioids?,1-3 times per month,Only a few times
1333104,1333122,1333226,30,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Using cannabis or marijuana,"Taking care of your body, such as taking deep breaths, stretching, or meditating"
1333104,1333199,1333149,30,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Contacting a healthcare provider,Eating less food than usual
1333291,903096,1333136,30,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",PMI: Skip,Had difficulty arranging for childcare
1333293,45883856,45876662,30,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",Almost every day,Never
1310053,45883772,903096,29,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties). How often did you wear a face mask or face covering?",All of the time,PMI: Skip
1310138,1310072,45879534,29,"Compared with when they were in person at school or a childcare center, how much time are you spending on care and supervision of your children?",A little less,About the same
1332734,45881677,1332864,29,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",Every day,A few days (1-2 days)
1332756,9448,9580,29,How long has it been since you last used an electronic nicotine product?,year,month
1332769,1332766,1332758,29,Who do you know who has died? Check all that apply.,Friend,"Spouse, partner, boyfriend, girlfriend"
1332835,45876909,903096,29,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Disagree a little,PMI: Skip
1333104,903096,1333199,29,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",PMI: Skip,Contacting a healthcare provider
1333104,1332785,1333144,29,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Smoking more cigarettes or vaping more,Eating more food than usual
1333293,45876662,45883856,29,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",Never,Almost every day
1333299,1333137,45883381,29,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.","Not currently, but in the past",Some days
1333303,45883172,45879397,29,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",Not at all,Extremely
1310133,903096,36309587,28,"If you know it, what is your blood group?",PMI: Skip,Group B
1332749,1333079,903096,28,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Moderately unhappy,PMI: Skip
1332769,1332760,45878142,28,Who do you know who has died? Check all that apply.,Grandparent,Other
1332769,1332766,1177221,28,Who do you know who has died? Check all that apply.,Friend,I prefer not to answer
1332795,1332727,45882429,28,How often did you use prescription opioids?,Only a few times,1-3 times per month
1332866,903096,45884456,28,"In the past 7 days, other things kept making me think about COVID-19.",PMI: Skip,Quite a bit
1333104,1333009,1333133,28,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Over exercise,"Taking breaks from watching, reading, or listening to news stories, including social media"
1333104,1333030,1333149,28,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Drinking alcohol,Eating less food than usual
1333104,1333122,1333199,28,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Using cannabis or marijuana,Contacting a healthcare provider
1333104,1333226,1333237,28,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Taking care of your body, such as taking deep breaths, stretching, or meditating","Using prescription drugs (like valium, etc)"
1333119,903096,1333008,28,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.",PMI: Skip,About the same as normal
1333291,1333170,1333136,28,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.","None of the above (if selected, no other response options are available",Had difficulty arranging for childcare
1333303,45884456,903096,28,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",Quite a bit,PMI: Skip
1310060,45879198,45879199,27,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 but LESS than 50 people. How often did you wear a face mask or face covering?",Some of the time,Most of the time
1310060,45883772,45879198,27,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 but LESS than 50 people. How often did you wear a face mask or face covering?",All of the time,Some of the time
1310062,45883772,45879199,27,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people. How often did you wear a face mask or face covering?",All of the time,Most of the time
1310134,1332864,1333306,27,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people.",A few days (1-2 days),Most days (3-4 days)
1310138,1310111,1310112,27,"Compared with when they were in person at school or a childcare center, how much time are you spending on care and supervision of your children?",Much less,Much more
1332763,903096,1333304,27,"Have you EVER been near someone that you know, or suspect, had COVID-19 (such as co-workers, family members, or others)? Select all that apply.",PMI: Skip,"Yes, suspected COVID-19"
1332769,1332778,1333302,27,Who do you know who has died? Check all that apply.,Neighbor,Co-worker
1332769,1333302,1332778,27,Who do you know who has died? Check all that apply.,Co-worker,Neighbor
1332806,45877994,45878245,27,Did you use prescription stimulants in any way a doctor did not direct you to use it?,Yes,No
1333011,1333137,903096,27,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?","Not currently, but in the past",PMI: Skip
1333104,1332785,1333143,27,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Smoking more cigarettes or vaping more,Eating high fat or sugary foods
1333104,1333143,903096,27,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating high fat or sugary foods,PMI: Skip
1333104,1333144,1333237,27,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating more food than usual,"Using prescription drugs (like valium, etc)"
1333221,45876672,903096,27,Choose the answer that is true for you in the past month. I am an outgoing person.,Rarely,PMI: Skip
713888,1310107,903096,26,When did your COVID-19 symptoms begin?,January or February 2020,PMI: Skip
1310132,45879592,45877240,26,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",Likely,Very unlikely
1310134,1333148,1333306,26,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people.",None of the days (0 days),Most days (3-4 days)
1332741,903096,1332784,26,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,PMI: Skip,Describes me very well
1332750,1332850,45883172,26,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,An extreme amount,Not at all
1332769,903096,1332778,26,Who do you know who has died? Check all that apply.,PMI: Skip,Neighbor
1332807,1332799,1332791,26,Do you think you have used more or less prescription stimulants in the past month than you used to?,More often than usual,The same as usual
1332826,1332798,1332799,26,Do you think you have used more or less prescription sedatives or prescription sleeping pills in the past month than you used to?,Less often than usual,More often than usual
1332833,45876756,45883710,26,What is your current marital status?,Married,Living with partner
1332833,45876756,45883711,26,What is your current marital status?,Married,Widowed
1333104,1332785,1333340,26,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Smoking more cigarettes or vaping more,"Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs"
1333104,1333144,903096,26,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating more food than usual,PMI: Skip
1333104,1333199,1333237,26,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Contacting a healthcare provider,"Using prescription drugs (like valium, etc)"
1333119,1332775,1333025,26,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.",A lot more than normal,More than normal
1333156,45883144,903096,26,Do you think you have had COVID-19?,Maybe,PMI: Skip
1333291,1333136,1333222,26,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Had difficulty arranging for childcare,Incurred increased costs for childcare expenses
1310060,45876662,45879198,25,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 but LESS than 50 people. How often did you wear a face mask or face covering?",Never,Some of the time
1310133,36309715,36311267,25,"If you know it, what is your blood group?",Group O,Group AB
1310133,36311267,36309587,25,"If you know it, what is your blood group?",Group AB,Group B
1332735,903096,1333306,25,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",PMI: Skip,Most days (3-4 days)
1332749,1177221,1333079,25,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",I prefer not to answer,Moderately unhappy
1332749,1333116,1177221,25,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Moderately happy,I prefer not to answer
1332752,1332727,45876837,25,How often did you use prescription sedatives or prescription sleeping pills?,Only a few times,Daily
1332833,45883375,45883711,25,What is your current marital status?,Divorced,Widowed
1332833,45884459,45883375,25,What is your current marital status?,Separated,Divorced
1333018,45877994,45878245,25,Did you use prescription opioids in any way a doctor did not direct you to use it?,Yes,No
1333104,1333009,1333226,25,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Over exercise,"Taking care of your body, such as taking deep breaths, stretching, or meditating"
